scene_id	sigma	r	ade	fde	abd	fbd
0	0.05	0.01	0.3065559997061366	0.5646720253713733	1.904719958548676	1.5564879914290075
0	0.05	0.01	0.6916354267306016	1.9506000025996735	1.915479309138619	2.0075931802391316
0	0.05	0.01	0.26007873251679386	0.14197992422758907	1.682221803148166	1.6090882238631536
1	0.05	0.01	0.27070047301740935	0.6159516884369634	1.8761808356668388	1.5386502742732604
1	0.05	0.01	0.7332553062796826	1.9244168291409696	2.083969027062765	2.03239484490059
1	0.05	0.01	0.5509143988890602	1.2425402218434949	1.9812895254056206	1.8517133658580314
2	0.05	0.01	0.2922979216731907	0.6173828029859918	1.9853892583451993	1.675882437986631
2	0.05	0.01	0.8348816085069911	1.8133616224340487	1.9637819927911844	1.8751156004514598
2	0.05	0.01	0.7248249688837248	1.4233170456555992	1.9313194607702617	1.7054434934590776
3	0.05	0.01	0.392780051323671	0.8324403966435872	1.8487380480109807	1.4996670625405046
3	0.05	0.01	0.7771594516333313	1.5744651851490719	1.9556102115935081	1.845323356454371
3	0.05	0.01	0.3285584216519637	0.6082865182544097	1.9587803816757356	1.6171325186569645
4	0.05	0.01	0.3591704993490814	0.9423145491970881	1.75691296995961	1.6046320058341332
4	0.05	0.01	1.0812228699851667	1.4993710525592654	1.731796778252934	1.5443451260534418
4	0.05	0.01	0.14135854684443322	0.14414878434935277	2.081049025298024	1.7043233908349606
5	0.05	0.01	0.30682011837621154	0.6866142296652897	1.7423488822143225	1.6020198893672661
5	0.05	0.01	0.3638989335674505	0.25005310686215554	1.6884378627137167	1.418799023231679
5	0.05	0.01	0.43794878963163325	0.9675317733224852	2.2137840270287104	1.7909406235137286
6	0.05	0.01	0.15641721476145645	0.2190668603513764	1.7371447390254078	1.8041539173314138
6	0.05	0.01	1.3994959483180864	2.726623442527911	1.5268429791750129	1.3530171400055206
6	0.05	0.01	0.35529182800626263	0.9063406922614063	2.37808177738265	1.9864384623209261
7	0.05	0.01	0.24317399907290704	0.5602185421361914	1.7820408933997578	1.7554611593804743
7	0.05	0.01	0.8732693592771749	1.1273294418776747	1.8971165814328463	1.659739041080573
7	0.05	0.01	0.5840612389820675	1.3161216291309954	1.9490037793050297	1.8563963242876849
8	0.05	0.01	0.4788065180445222	1.0291641537762284	1.7138308702178784	1.609240348283259
8	0.05	0.01	1.2780358312195188	2.3571354167947045	2.574507216545258	2.336126144721408
8	0.05	0.01	0.6411636842876393	1.330150607234702	1.954736583291749	1.7950114920837226
9	0.05	0.01	0.4844274340089221	0.9582989087398379	1.7688044570537589	1.5737782874176436
9	0.05	0.01	0.4684941136266388	1.2008337633528663	2.0879561432639773	1.980745011049461
9	0.05	0.01	0.47656045141792314	0.9099679021529141	1.9675968673297983	1.6679112191283594
10	0.05	0.01	0.3408090476647903	0.7391862701983681	2.446372859434702	2.3527184890314112
10	0.05	0.01	0.8351451742434524	1.8797575929563772	2.040486237262179	1.84364547017594
10	0.05	0.01	0.31259056203901914	0.8057872659300888	2.0238335770783116	1.6604161157949637
11	0.05	0.01	0.6892210098938674	1.7541324804985794	2.2609688204650986	2.0300052265513604
11	0.05	0.01	0.36087397045389175	0.5326868867476355	1.6596184776717986	1.4873846422704542
11	0.05	0.01	0.3063323366636804	0.9179638751422142	2.1781301309457843	1.7629700373523367
12	0.05	0.01	1.0214626208278321	2.2650572668333226	2.7040250263105015	2.534794931019738
12	0.05	0.01	1.088994096613073	1.7897634253190067	1.7898200451872908	1.4932701471484
12	0.05	0.01	0.332664369511042	0.9835093475669227	2.1497161595878698	1.7294139287387633
13	0.05	0.01	0.9673641901244111	2.209554243921595	2.914640651480433	2.670876685280638
13	0.05	0.01	1.5579406431419438	3.0235239253855264	1.7615073910578967	1.4539437099420855
13	0.05	0.01	0.29024022244432185	0.699952115280868	2.5286887275499064	2.1901023743153423
14	0.05	0.01	0.45211016896547757	1.2696999537349882	2.0420069987676417	1.801789366826929
14	0.05	0.01	0.8112265698385714	1.7213424176642915	2.163196912195393	1.885417717328193
14	0.05	0.01	0.3347836221473906	0.831328744044509	2.6227459987603434	2.1743067843839903
15	0.05	0.01	0.7582332345951368	1.866856576867631	1.7972327582601557	1.630682093260544
15	0.05	0.01	0.7738258332196071	1.7257940790042388	1.9847801869373323	1.7943407205897355
15	0.05	0.01	0.3216357910241416	0.7963069191753624	2.8023491646782026	2.346343454908555
16	0.05	0.01	0.816753264374484	1.9574384312458264	2.0406299162373776	1.8095219374965992
16	0.05	0.01	0.3769983378799664	0.6984930726814095	1.7303864215849465	1.5959614343398487
16	0.05	0.01	0.2692491776831833	0.597933992963293	1.5149244854977528	1.467931430340848
17	0.05	0.01	1.3907980706434884	2.7040400152455084	2.158290568299299	1.890864430661799
17	0.05	0.01	0.783757583268872	1.7987620143982592	1.9933056953499986	1.8070285963390866
17	0.05	0.01	0.3111761070353327	0.9055042238698265	1.5233273679757633	1.483754570771137
18	0.05	0.01	0.540598479142488	1.2434169407448656	2.8773490536857507	2.663959108469846
18	0.05	0.01	0.47155316490504123	1.2092141111003076	1.7122350498922083	1.5720660193063036
18	0.05	0.01	0.5356815202707385	1.8253011911663009	1.6342242401737537	1.5609189929280363
19	0.05	0.01	0.5602076170621371	1.148710272254089	2.9764268205826183	2.718730523160334
19	0.05	0.01	0.17444740752011634	0.3484984563250617	1.9834841098959	1.7914328530491332
19	0.05	0.01	1.2093422515104084	3.013160641962404	1.6106878783642657	1.5454536489967745
20	0.05	0.01	0.4859763741799214	0.9761133747688451	2.769638588168241	2.5559050355396407
20	0.05	0.01	0.5400095472832461	1.1050101113188855	1.6704363473894508	1.4917451892202203
20	0.05	0.01	1.8720380927164892	3.7850179802421575	1.8480239981313977	1.7768345918049324
21	0.05	0.01	0.8187638294353587	1.9054739293681737	2.6511857406386943	2.3763014849820023
21	0.05	0.01	0.6143151114940546	1.2073871546843435	1.813443033025419	1.5128072940486672
21	0.05	0.01	2.0018063678694826	4.114780402325084	1.664384365270911	1.5500179637366462
22	0.05	0.01	0.7995364871066234	1.8711613652811299	2.830149405772211	2.516263827586557
22	0.05	0.01	1.7638419327986579	2.952410498156915	1.8040858481378181	1.5098480729840544
22	0.05	0.01	2.568787299180799	5.696159233952323	1.8876284986882317	1.883122135361209
23	0.05	0.01	0.9385700115536048	2.4576954749463287	3.0593690298202194	2.6413775009328266
23	0.05	0.01	0.9499432021002772	1.6550198957197468	2.105106622604162	1.8141974581195193
23	0.05	0.01	0.2463611936400094	0.5008584308329274	1.635274979245836	1.563312130971461
24	0.05	0.01	0.44035163223074764	1.5559987520536218	2.9807708474525216	2.815053531242698
24	0.05	0.01	1.0311171034861213	1.9815015404608443	2.370243209802804	2.108774370697133
24	0.05	0.01	0.22515509024032734	0.47259712692987943	1.6457884261491382	1.5416706993553284
25	0.05	0.01	1.0050971933484343	2.598689410348562	2.768123301911694	2.6045195209126755
25	0.05	0.01	0.6402939930379694	0.8618578918339856	2.280215420361213	1.8984312743451692
25	0.05	0.01	0.09873879688327496	0.2909833727701468	1.6193276797792677	1.477416862582041
26	0.05	0.01	1.8136038380856798	4.325758139476875	2.683235066097128	2.3559457918252815
26	0.05	0.01	0.4962269060789419	0.8702648016533787	2.419161413957393	2.0178385876358775
26	0.05	0.01	0.4295276000271806	1.098305425888042	1.9469735151694711	1.9291745375788416
27	0.05	0.01	1.5815685411421685	3.70808394985501	2.628508194143461	2.2996490081926844
27	0.05	0.01	1.5331301878525878	2.3847139498373755	1.895430720914634	1.6148450235320404
27	0.05	0.01	0.4066152261538361	0.8797566255128265	1.8603329773866017	1.8333262334219318
28	0.05	0.01	1.8987320200841893	4.187227840154971	2.049531891725804	1.8523575742111835
28	0.05	0.01	0.2929563091836924	0.5872449959757082	1.988184391745382	1.6415642642183994
28	0.05	0.01	0.3403896470605709	0.6419516209785565	1.8343200762593348	1.7615239199193669
29	0.05	0.01	1.7581960147252385	3.544241466785677	1.931146822882151	1.7194090465038854
29	0.05	0.01	0.6540855302163665	1.1330987945204116	1.870351019837414	1.8812689808716754
29	0.05	0.01	0.04722770182063363	0.05500251074641935	1.9922505684975793	1.8746370778494068
30	0.05	0.01	1.4462163658183032	2.462159764237647	2.043400939150366	1.8012294741529131
30	0.05	0.01	1.1259770104063096	2.108824017982238	1.6422885696453078	1.4413548451406397
30	0.05	0.01	0.19018538372405303	0.4662537734712421	1.7284552676225542	1.6501215443583124
31	0.05	0.01	0.5364613132496315	0.7239162617608667	1.9965270392790606	1.8829290093752054
31	0.05	0.01	0.41481655769539927	0.6560406094778574	1.7592558724152465	1.5800286810101325
31	0.05	0.01	0.177704829588787	0.4207470611974369	1.7088470827525082	1.5958324053809885
32	0.05	0.01	0.8455904731508493	2.209462247827833	2.0890254794143104	1.8295143897719974
32	0.05	0.01	0.47476299529160343	0.7571298811714054	2.0649460615952853	1.8302186114600905
32	0.05	0.01	0.21021885672578375	0.29381733973858676	1.7232269760929877	1.5724334615294795
33	0.05	0.01	0.30828976984603257	0.638609812523182	3.1369887567003185	2.9694373620723904
33	0.05	0.01	0.32076672169111325	0.5762435978948888	1.7920831507854318	1.6638438462244647
33	0.05	0.01	0.4274567532376907	1.0672139614202214	1.9805976232012161	1.9601387735451905
34	0.05	0.01	0.3735280194288342	0.9012189698741908	2.596285817175163	2.3674720090480212
34	0.05	0.01	0.10064911871462932	0.08441650009885229	1.8273663651139744	1.708216173827428
34	0.05	0.01	0.46795335556418854	1.0965669941111842	1.8711161613560876	1.842795907510388
35	0.05	0.01	0.4332808006597373	0.7573931361562487	2.3048981325505227	2.1193986885795333
