scene_id	sigma	r	noise_before	noise_after
211	0.15	0.01	0.36406752	0.2472815
211	0.15	0.01	0.35614672	0.27180827
211	0.15	0.01	0.34831628	0.23151341
212	0.15	0.01	0.3496851	0.20914346
212	0.15	0.01	0.3565792	0.2678505
212	0.15	0.01	0.35874888	0.23669767
213	0.15	0.01	0.33705607	0.20487504
213	0.15	0.01	0.36703134	0.25098285
213	0.15	0.01	0.36702973	0.1746043
214	0.15	0.01	0.3491002	0.2083333
214	0.15	0.01	0.371689	0.20774212
214	0.15	0.01	0.37151068	0.15373173
215	0.15	0.01	0.35903493	0.2227147
215	0.15	0.01	0.38558125	0.25172463
215	0.15	0.01	0.37094533	0.14802447
216	0.15	0.01	0.3631513	0.21764955
216	0.15	0.01	0.34519464	0.38113815
216	0.15	0.01	0.3786426	0.15326741
217	0.15	0.01	0.35488772	0.21333471
217	0.15	0.01	0.35522148	0.3131234
217	0.15	0.01	0.35943797	0.14400858
218	0.15	0.01	0.36905545	0.2071363
218	0.15	0.01	0.35281554	0.38740775
218	0.15	0.01	0.3628302	0.16230834
219	0.15	0.01	0.34755856	0.20581652
219	0.15	0.01	0.38128623	0.26409915
219	0.15	0.01	0.3709877	0.15287767
220	0.15	0.01	0.34635198	0.21362168
220	0.15	0.01	0.40220964	0.24049778
220	0.15	0.01	0.36879975	0.1686201
221	0.15	0.01	0.35253543	0.19763342
221	0.15	0.01	0.4065491	0.2221811
221	0.15	0.01	0.38431168	0.15705115
222	0.15	0.01	0.3480909	0.21818262
222	0.15	0.01	0.36607018	0.31319007
222	0.15	0.01	0.35896564	0.13125671
223	0.15	0.01	0.3454958	0.23255867
223	0.15	0.01	0.38850296	0.24065556
223	0.15	0.01	0.36775252	0.15613574
224	0.15	0.01	0.34747475	0.20727234
224	0.15	0.01	0.38110512	0.33883217
224	0.15	0.01	0.36271614	0.13175268
225	0.15	0.01	0.3503981	0.2933387
225	0.15	0.01	0.42067224	0.28594998
225	0.15	0.01	0.3506393	0.14261107
226	0.15	0.01	0.36600834	0.25304675
226	0.15	0.01	0.37658238	0.20454392
226	0.15	0.01	0.37339547	0.1538452
227	0.15	0.01	0.39076874	0.24407578
227	0.15	0.01	0.37761235	0.27884582
227	0.15	0.01	0.37269443	0.16220194
228	0.15	0.01	0.363418	0.22288708
228	0.15	0.01	0.37100056	0.6271155
228	0.15	0.01	0.36408535	0.26867396
229	0.15	0.01	0.34757343	0.21997355
229	0.15	0.01	0.37035123	0.3742095
229	0.15	0.01	0.33992213	0.2614329
230	0.15	0.01	0.3377211	0.23194626
230	0.15	0.01	0.34210527	0.34047207
230	0.15	0.01	0.3379807	0.33136424
231	0.15	0.01	0.35342377	0.22488837
231	0.15	0.01	0.34041953	0.3552941
231	0.15	0.01	0.34303558	0.29418382
232	0.15	0.01	0.3541952	0.21793579
232	0.15	0.01	0.35548466	0.38527584
232	0.15	0.01	0.35021344	0.21904762
233	0.15	0.01	0.35620782	0.22910517
233	0.15	0.01	0.36411703	0.28003538
233	0.15	0.01	0.35744366	0.19341129
234	0.15	0.01	0.34177503	0.22597136
234	0.15	0.01	0.33883762	0.2924307
234	0.15	0.01	0.35179707	0.19560853
235	0.15	0.01	0.3368049	0.24899618
235	0.15	0.01	0.35060006	0.38741305
235	0.15	0.01	0.3485565	0.19498368
236	0.15	0.01	0.34854424	0.22444342
236	0.15	0.01	0.3846688	0.24930505
236	0.15	0.01	0.3458376	0.19651541
237	0.15	0.01	0.358719	0.22018558
237	0.15	0.01	0.39236426	0.2365341
237	0.15	0.01	0.35844624	0.16831656
238	0.15	0.01	0.3535562	0.21861975
238	0.15	0.01	0.40367553	0.235196
238	0.15	0.01	0.32848454	0.25450498
239	0.15	0.01	0.3868581	0.24324581
239	0.15	0.01	0.40405387	0.25245133
239	0.15	0.01	0.34307876	0.29526493
240	0.15	0.01	0.3652133	0.20707421
240	0.15	0.01	0.37264997	0.29556912
240	0.15	0.01	0.35555422	0.22128673
241	0.15	0.01	0.3552028	0.2569396
241	0.15	0.01	0.35042968	0.27561334
241	0.15	0.01	0.34786746	0.19829798
242	0.15	0.01	0.36985216	0.23248251
242	0.15	0.01	0.3406413	0.24676363
242	0.15	0.01	0.3569863	0.2539558
243	0.15	0.01	0.3605675	0.3040314
243	0.15	0.01	0.35660604	0.22952266
244	0.15	0.01	0.3825387	0.26796395
244	0.15	0.01	0.36568546	0.26204923
245	0.15	0.01	0.37654927	0.3765746
245	0.15	0.01	0.37788147	0.24551432
246	0.15	0.01	0.37088028	0.29213637
246	0.15	0.01	0.35683206	0.22877844
247	0.15	0.01	0.34832495	0.26197368
247	0.15	0.01	0.34705457	0.31409997
248	0.15	0.01	0.36573073	0.35751387
248	0.15	0.01	0.35716072	0.21889031
249	0.15	0.01	0.36643478	0.36420703
249	0.15	0.01	0.35997346	0.21485758
250	0.15	0.01	0.35712326	0.34702647
250	0.15	0.01	0.3240381	0.20760065
251	0.15	0.01	0.36875817	0.30843613
251	0.15	0.01	0.35246485	0.22544771
252	0.15	0.01	0.3623007	0.2734209
252	0.15	0.01	0.33668005	0.21324101
253	0.15	0.01	0.36424306	0.21273169
253	0.15	0.01	0.35860288	0.24270868
254	0.15	0.01	0.3671974	0.38710815
254	0.15	0.01	0.3496249	0.28784135
255	0.15	0.01	0.36914676	0.25545102
255	0.15	0.01	0.37303746	0.28382525
256	0.15	0.01	0.37674955	0.23431383
256	0.15	0.01	0.36073577	0.22880806
257	0.15	0.01	0.3731019	0.2530748
257	0.15	0.01	0.36689904	0.1830151
258	0.15	0.01	0.37389877	0.23372641
258	0.15	0.01	0.38418984	0.16409215
259	0.15	0.01	0.37527794	0.22298397
259	0.15	0.01	0.3744387	0.14469653
260	0.15	0.01	0.37316796	0.32934657
260	0.15	0.01	0.36491027	0.1296248
261	0.15	0.01	0.3840072	0.22659232
261	0.15	0.01	0.3737228	0.13144174
262	0.15	0.01	0.36023593	0.2850796
262	0.15	0.01	0.3702999	0.12839204
263	0.15	0.01	0.3506936	0.2710844
263	0.15	0.01	0.35895097	0.1436938
264	0.15	0.01	0.3691957	0.33267567
264	0.15	0.01	0.3689375	0.21254343
265	0.15	0.01	0.37744537	0.25394836
265	0.15	0.01	0.36927384	0.23807274
266	0.15	0.01	0.361208	0.24132328
266	0.15	0.01	0.37109357	0.20740479
267	0.15	0.01	0.3713286	0.24550337
267	0.15	0.01	0.35770786	0.23458284
268	0.15	0.01	0.3571227	0.2290368
268	0.15	0.01	0.34137326	0.2247119
269	0.15	0.01	0.38884053	0.2457873
269	0.15	0.01	0.36674964	0.25725976
270	0.15	0.01	0.38832924	0.25051305
270	0.15	0.01	0.34440923	0.29758406
271	0.15	0.01	0.3580836	0.26224703
271	0.15	0.01	0.3311115	0.26727912
272	0.15	0.01	0.39634785	0.26698723
272	0.15	0.01	0.33277398	0.2683564
273	0.15	0.01	0.39387053	0.38031465
273	0.15	0.01	0.34470385	0.22604702
274	0.15	0.01	0.38639885	0.31369644
274	0.15	0.01	0.35527095	0.23238496
275	0.15	0.01	0.3996235	0.4004273
275	0.15	0.01	0.36640966	0.33578342
276	0.15	0.01	0.37151986	0.29933637
276	0.15	0.01	0.35260686	0.2962258
277	0.15	0.01	0.34730417	0.30733028
277	0.15	0.01	0.36982688	0.2379502
278	0.15	0.01	0.3539881	0.3422027
278	0.15	0.01	0.368318	0.24501319
279	0.15	0.01	0.35908526	0.30940107
279	0.15	0.01	0.36967754	0.19516861
280	0.15	0.01	0.36753923	0.2937348
280	0.15	0.01	0.37153786	0.14276537
281	0.15	0.01	0.41169053	0.26331237
281	0.15	0.01	0.37978223	0.16105074
282	0.15	0.01	0.39041823	0.26860717
282	0.15	0.01	0.37473503	0.14279476
283	0.15	0.01	0.41239592	0.3310287
283	0.15	0.01	0.3831464	0.1519535
284	0.15	0.01	0.3915061	0.25577685
284	0.15	0.01	0.36894953	0.13509578
285	0.15	0.01	0.39103	0.27013743
285	0.15	0.01	0.38124222	0.1435186
286	0.15	0.01	0.37318158	0.27268296
286	0.15	0.01	0.3739769	0.13136412
287	0.15	0.01	0.37068784	0.21741837
287	0.15	0.01	0.36205703	0.14154144
288	0.15	0.01	0.37903073	0.33602002
288	0.15	0.01	0.3741966	0.15065181
289	0.15	0.01	0.36418334	0.3581192
289	0.15	0.01	0.36688083	0.13379139
290	0.15	0.01	0.38782993	0.2983412
290	0.15	0.01	0.36733472	0.14684121
291	0.15	0.01	0.3756179	0.2615552
291	0.15	0.01	0.36646923	0.13768014
292	0.15	0.01	0.36926174	0.27790546
292	0.15	0.01	0.35149822	0.15402445
293	0.15	0.01	0.39865384	0.31406724
293	0.15	0.01	0.36845618	0.22091675
294	0.15	0.01	0.37494212	0.2580923
294	0.15	0.01	0.37576005	0.2577913
295	0.15	0.01	0.3631592	0.29298693
295	0.15	0.01	0.3689538	0.24307059
296	0.15	0.01	0.33595416	0.30499274
296	0.15	0.01	0.35322806	0.32935202
297	0.15	0.01	0.35486743	0.4914389
297	0.15	0.01	0.34959698	0.2452218
298	0.15	0.01	0.34336445	0.29235125
298	0.15	0.01	0.3673711	0.23102088
299	0.15	0.01	0.35420707	0.3584926
299	0.15	0.01	0.36595616	0.2317342
300	0.15	0.01	0.37155625	0.29976746
300	0.15	0.01	0.36770755	0.22870733
301	0.15	0.01	0.38103408	0.2425273
301	0.15	0.01	0.35102406	0.20694515
302	0.15	0.01	0.36033902	0.33279574
302	0.15	0.01	0.35491222	0.16813196
303	0.15	0.01	0.35968563	0.47378966
303	0.15	0.01	0.35771346	0.18423027
304	0.15	0.01	0.35987073	0.46728638
304	0.15	0.01	0.3792917	0.15160887
305	0.15	0.01	0.352804	0.2934602
305	0.15	0.01	0.3477334	0.14818923
306	0.15	0.01	0.34784743	0.25197527
306	0.15	0.01	0.36766285	0.18162252
307	0.15	0.01	0.34712353	0.21860512
307	0.15	0.01	0.35553125	0.14657827
308	0.15	0.01	0.36777812	0.3038889
308	0.15	0.01	0.34473348	0.13163902
309	0.15	0.01	0.34630117	0.33879974
309	0.15	0.01	0.36193362	0.1518379
310	0.15	0.01	0.35113496	0.28837842
310	0.15	0.01	0.34914836	0.12839091
311	0.15	0.01	0.33600795	0.33285427
311	0.15	0.01	0.35211155	0.12775628
312	0.15	0.01	0.3679627	0.27718198
312	0.15	0.01	0.36581385	0.123983964
313	0.15	0.01	0.3830262	0.5275992
313	0.15	0.01	0.36426786	0.14767534
314	0.15	0.01	0.37123787	0.33040932
314	0.15	0.01	0.35645476	0.14409357
315	0.15	0.01	0.35212398	0.22759081
315	0.15	0.01	0.35766006	0.13357168
316	0.15	0.01	0.37986237	0.31688866
316	0.15	0.01	0.36667576	0.13893986
317	0.15	0.01	0.36363667	0.2995209
317	0.15	0.01	0.36599347	0.17344718
318	0.15	0.01	0.3726251	0.29779392
318	0.15	0.01	0.3672742	0.15810862
319	0.15	0.01	0.33406082	0.30707452
319	0.15	0.01	0.37405917	0.15446986
320	0.15	0.01	0.3562363	0.32111457
320	0.15	0.01	0.36476815	0.16034815
321	0.15	0.01	0.36713192	0.44098368
321	0.15	0.01	0.36143425	0.14949964
322	0.15	0.01	0.38091493	0.28048313
322	0.15	0.01	0.36393613	0.15968145
323	0.15	0.01	0.39950526	0.29848164
323	0.15	0.01	0.35910827	0.16955477
324	0.15	0.01	0.41245097	0.3361721
324	0.15	0.01	0.36572003	0.19827847
325	0.15	0.01	0.359571	0.2781228
325	0.15	0.01	0.3708998	0.19099534
326	0.15	0.01	0.34710738	0.2684383
326	0.15	0.01	0.36350128	0.2462185
327	0.15	0.01	0.36781764	0.43972865
327	0.15	0.01	0.34193015	0.20022331
328	0.15	0.01	0.3506012	0.31566438
328	0.15	0.01	0.34970814	0.21566479
329	0.15	0.01	0.36137414	0.35657883
329	0.15	0.01	0.34110466	0.1988609
330	0.15	0.01	0.35892394	0.36027566
330	0.15	0.01	0.3488708	0.17908688
331	0.15	0.01	0.36959648	0.29286563
331	0.15	0.01	0.3568788	0.19682997
332	0.15	0.01	0.3452819	0.26720437
332	0.15	0.01	0.35461742	0.24059731
333	0.15	0.01	0.39860043	0.3377778
333	0.15	0.01	0.33722103	0.20678897
334	0.15	0.01	0.36570683	0.24229887
334	0.15	0.01	0.33676368	0.20330204
335	0.15	0.01	0.3574458	0.32377923
335	0.15	0.01	0.35439995	0.2121576
336	0.15	0.01	0.3918731	0.269996
336	0.15	0.01	0.32583386	0.18678847
337	0.15	0.01	0.3657104	0.30960053
337	0.15	0.01	0.3463042	0.20062214
338	0.15	0.01	0.35500517	0.246739
338	0.15	0.01	0.3583418	0.18433544
339	0.15	0.01	0.37202972	0.31511176
339	0.15	0.01	0.37255555	0.18119694
340	0.15	0.01	0.35829484	0.3979961
340	0.15	0.01	0.36422947	0.19681972
341	0.15	0.01	0.34789154	0.47705215
341	0.15	0.01	0.33609658	0.1677781
342	0.15	0.01	0.3724224	0.3558017
342	0.15	0.01	0.34628755	0.19021633
343	0.15	0.01	0.39722526	0.25455272
343	0.15	0.01	0.338132	0.18394253
344	0.15	0.01	0.3886407	0.2344293
344	0.15	0.01	0.35105994	0.20547433
345	0.15	0.01	0.37139916	0.22146067
345	0.15	0.01	0.35755643	0.2285057
346	0.15	0.01	0.3848057	0.42022952
346	0.15	0.01	0.34424755	0.20280734
347	0.15	0.01	0.36569485	0.3853422
347	0.15	0.01	0.33943167	0.20032679
348	0.15	0.01	0.37673795	0.2666515
348	0.15	0.01	0.3460762	0.1813476
349	0.15	0.01	0.35033727	0.3214865
349	0.15	0.01	0.36402828	0.24615794
350	0.15	0.01	0.3699126	0.34225193
350	0.15	0.01	0.35551736	0.2571469
351	0.15	0.01	0.33693394	0.39009294
351	0.15	0.01	0.35265142	0.24072921
352	0.15	0.01	0.35209793	0.31048176
352	0.15	0.01	0.35070762	0.26290432
353	0.15	0.01	0.33778876	0.26930293
353	0.15	0.01	0.32059	0.21262208
354	0.15	0.01	0.35746384	0.2529093
354	0.15	0.01	0.3380548	0.21163006
355	0.15	0.01	0.3515996	0.2803112
355	0.15	0.01	0.35948944	0.27079487
356	0.15	0.01	0.3548576	0.22147425
356	0.15	0.01	0.33126044	0.22727488
357	0.15	0.01	0.3802233	0.2598999
357	0.15	0.01	0.32938355	0.2266636
358	0.15	0.01	0.36567935	0.2524393
358	0.15	0.01	0.34653142	0.28611308
359	0.15	0.01	0.37307206	0.36944413
359	0.15	0.01	0.36845958	0.27389318
360	0.15	0.01	0.36526856	0.35651544
360	0.15	0.01	0.36405805	0.2063852
361	0.15	0.01	0.39462888	0.31262365
361	0.15	0.01	0.35233983	0.21287183
362	0.15	0.01	0.3799684	0.53098893
362	0.15	0.01	0.35524657	0.20150933
363	0.15	0.01	0.3942886	0.35943708
363	0.15	0.01	0.33440387	0.20375635
364	0.15	0.01	0.3956742	0.1797526
364	0.15	0.01	0.340071	0.19110374
365	0.15	0.01	0.37811062	0.20642088
365	0.15	0.01	0.3416149	0.18510193
366	0.15	0.01	0.36742753	0.125704
366	0.15	0.01	0.33003998	0.18674248
367	0.15	0.01	0.3878672	0.37129214
367	0.15	0.01	0.3487086	0.19764847
368	0.15	0.01	0.3754042	0.64458376
368	0.15	0.01	0.34268075	0.18539523
369	0.15	0.01	0.38608372	0.6167022
369	0.15	0.01	0.3477013	0.18614013
370	0.15	0.01	0.38237613	0.5377973
370	0.15	0.01	0.3557589	0.20072179
371	0.15	0.01	0.36436206	0.64076805
371	0.15	0.01	0.35259515	0.1975232
372	0.15	0.01	0.36854994	0.36019692
372	0.15	0.01	0.3510727	0.18157543
373	0.15	0.01	0.37158996	0.22145943
373	0.15	0.01	0.34448683	0.19758068
374	0.15	0.01	0.3832543	0.17457815
374	0.15	0.01	0.35850993	0.19112657
375	0.15	0.01	0.3859068	0.15654217
375	0.15	0.01	0.34668744	0.18725707
376	0.15	0.01	0.39628875	0.32820752
376	0.15	0.01	0.33350933	0.1932523
377	0.15	0.01	0.371076	0.5478244
377	0.15	0.01	0.3461373	0.19905776
378	0.15	0.01	0.38624495	0.3783004
378	0.15	0.01	0.34579918	0.18646471
379	0.15	0.01	0.36401814	0.33116385
379	0.15	0.01	0.3558171	0.20146565
380	0.15	0.01	0.3643323	0.3999547
380	0.15	0.01	0.35121304	0.1955241
381	0.15	0.01	0.38503897	0.34406435
381	0.15	0.01	0.35002992	0.18305229
382	0.15	0.01	0.3823601	0.26035345
382	0.15	0.01	0.33859935	0.1939036
383	0.15	0.01	0.36317965	0.23822491
383	0.15	0.01	0.35611275	0.20502622
384	0.15	0.01	0.36857057	0.25749078
384	0.15	0.01	0.3554441	0.19117926
385	0.15	0.01	0.38378128	0.21166222
385	0.15	0.01	0.34450808	0.17868787
386	0.15	0.01	0.37552512	0.2357185
386	0.15	0.01	0.3403036	0.1989308
387	0.15	0.01	0.39034158	0.20778522
387	0.15	0.01	0.3420809	0.20682569
388	0.15	0.01	0.39571834	0.26735526
388	0.15	0.01	0.3547253	0.23406409
389	0.15	0.01	0.38662696	0.38129452
389	0.15	0.01	0.33698353	0.22993869
390	0.15	0.01	0.39766815	0.40945652
390	0.15	0.01	0.36210647	0.22873779
391	0.15	0.01	0.4121698	0.34562898
391	0.15	0.01	0.34637025	0.1897442
392	0.15	0.01	0.40228683	0.4116564
392	0.15	0.01	0.34609383	0.20954925
393	0.15	0.01	0.3689447	0.21840261
393	0.15	0.01	0.36546764	0.23006861
394	0.15	0.01	0.4069208	0.1690096
394	0.15	0.01	0.3795821	0.2377451
395	0.15	0.01	0.39113635	0.23047337
395	0.15	0.01	0.32749116	0.20672081
396	0.15	0.01	0.3994251	0.18249807
396	0.15	0.01	0.34171867	0.21179378
397	0.15	0.01	0.39157572	0.15334414
397	0.15	0.01	0.34581912	0.2599002
398	0.15	0.01	0.39401612	0.26194537
398	0.15	0.01	0.33934855	0.24407291
399	0.15	0.01	0.3998006	0.31839848
399	0.15	0.01	0.34467852	0.2224424
400	0.15	0.01	0.3896629	0.18793118
400	0.15	0.01	0.35032332	0.22327708
401	0.15	0.01	0.39100438	0.22179626
401	0.15	0.01	0.35091695	0.27494544
402	0.15	0.01	0.39305657	0.20124073
402	0.15	0.01	0.3598467	0.20740366
403	0.15	0.01	0.38157576	0.23866689
403	0.15	0.01	0.34175232	0.19768043
404	0.15	0.01	0.3635859	0.2391916
404	0.15	0.01	0.3575426	0.20216267
405	0.15	0.01	0.3745553	0.22690065
405	0.15	0.01	0.337197	0.18416195
406	0.15	0.01	0.37673038	0.19276142
406	0.15	0.01	0.34921664	0.2178483
407	0.15	0.01	0.37718558	0.2081809
407	0.15	0.01	0.34856126	0.2084098
408	0.15	0.01	0.38359877	0.19816996
408	0.15	0.01	0.3502132	0.21459417
409	0.15	0.01	0.37153655	0.17741954
409	0.15	0.01	0.34193406	0.23607029
410	0.15	0.01	0.3994447	0.25994024
410	0.15	0.01	0.33329853	0.20217441
411	0.15	0.01	0.3960626	0.24895947
411	0.15	0.01	0.35655013	0.20828436
412	0.15	0.01	0.37264842	0.1593139
412	0.15	0.01	0.35127926	0.20343867
413	0.15	0.01	0.37844226	0.17717901
413	0.15	0.01	0.35863617	0.16663465
414	0.15	0.01	0.3778849	0.19866765
414	0.15	0.01	0.3605943	0.21427132
415	0.15	0.01	0.38440478	0.40204063
415	0.15	0.01	0.34223083	0.19462001
416	0.15	0.01	0.37965423	0.5279275
416	0.15	0.01	0.33675262	0.19809799
417	0.15	0.01	0.3767545	0.31864616
417	0.15	0.01	0.34023613	0.18107909
418	0.15	0.01	0.39652756	0.49332193
418	0.15	0.01	0.33959883	0.18626978
419	0.15	0.01	0.38434345	0.2630572
419	0.15	0.01	0.33224472	0.20484096
420	0.15	0.01	0.3904877	0.3969699
420	0.15	0.01	0.34481528	0.1994281
421	0.15	0.01	0.37954846	0.3320362
421	0.15	0.01	0.37554055	0.21278502
422	0.15	0.01	0.349358	0.27621955
422	0.15	0.01	0.36227992	0.20528835
423	0.15	0.01	0.34853172	0.32700694
423	0.15	0.01	0.36133263	0.22898874
424	0.15	0.01	0.36255234	0.238905
424	0.15	0.01	0.3538307	0.19922616
425	0.15	0.01	0.36999092	0.30831775
425	0.15	0.01	0.32393384	0.20406242
426	0.15	0.01	0.38077876	0.3006374
426	0.15	0.01	0.33700383	0.17542839
427	0.15	0.01	0.343891	0.34674016
427	0.15	0.01	0.34483302	0.19640929
428	0.15	0.01	0.3458775	0.32192233
428	0.15	0.01	0.33581457	0.20217766
429	0.15	0.01	0.35499108	0.28626883
429	0.15	0.01	0.3593567	0.26098502
430	0.15	0.01	0.37475857	0.3098484
430	0.15	0.01	0.3328249	0.21023995
431	0.15	0.01	0.38796806	0.26731795
431	0.15	0.01	0.33888534	0.18039246
432	0.15	0.01	0.39184457	0.2673053
432	0.15	0.01	0.34284088	0.19539084
433	0.15	0.01	0.39520335	0.37774307
433	0.15	0.01	0.3451369	0.22185767
434	0.15	0.01	0.38999462	0.35262623
434	0.15	0.01	0.36167708	0.21523324
435	0.15	0.01	0.38487378	0.2826617
435	0.15	0.01	0.35989463	0.2109225
436	0.15	0.01	0.39196664	0.3163853
436	0.15	0.01	0.3298782	0.21727677
437	0.15	0.01	0.3883171	0.3302757
437	0.15	0.01	0.35395128	0.22368146
438	0.15	0.01	0.34456524	0.3030947
438	0.15	0.01	0.36404765	0.24834149
439	0.15	0.01	0.35684323	0.23324862
439	0.15	0.01	0.3544148	0.22628538
440	0.15	0.01	0.35684368	0.23859057
440	0.15	0.01	0.3689299	0.20829427
441	0.15	0.01	0.36909974	0.25222737
441	0.15	0.01	0.36137432	0.19555338
442	0.15	0.01	0.3629371	0.25415105
442	0.15	0.01	0.34099555	0.22204418
443	0.15	0.01	0.3674306	0.30561423
443	0.15	0.01	0.33853737	0.20197175
444	0.15	0.01	0.36650532	0.36163414
444	0.15	0.01	0.34218338	0.22268513
445	0.15	0.01	0.36243343	0.3855031
445	0.15	0.01	0.35060242	0.21485662
446	0.15	0.01	0.37483084	0.35229206
446	0.15	0.01	0.35472217	0.21435854
447	0.15	0.01	0.3569987	0.3083256
447	0.15	0.01	0.34466413	0.19708484
448	0.15	0.01	0.3737068	0.35106602
448	0.15	0.01	0.34017998	0.19173867
449	0.15	0.01	0.3600264	0.2845058
449	0.15	0.01	0.33173737	0.20467225
450	0.15	0.01	0.35207507	0.23660605
450	0.15	0.01	0.33434826	0.22465271
451	0.15	0.01	0.36849672	0.28850132
451	0.15	0.01	0.3543346	0.25018048
452	0.15	0.01	0.37479374	0.29066113
452	0.15	0.01	0.3411331	0.24452774
453	0.15	0.01	0.35320178	0.27148113
453	0.15	0.01	0.3449068	0.29119784
454	0.15	0.01	0.36226273	0.34471494
454	0.15	0.01	0.3541838	0.26869285
455	0.15	0.01	0.36741176	0.7728917
455	0.15	0.01	0.34847987	0.19285275
456	0.15	0.01	0.3862983	0.3741004
456	0.15	0.01	0.35660657	0.21310975
457	0.15	0.01	0.38133952	0.6303835
457	0.15	0.01	0.34038162	0.2264595
458	0.15	0.01	0.3730668	0.21762621
458	0.15	0.01	0.33500966	0.20743003
459	0.15	0.01	0.38136274	0.38848493
459	0.15	0.01	0.3530054	0.19926597
460	0.15	0.01	0.35757202	0.24777006
460	0.15	0.01	0.37143525	0.23788154
461	0.15	0.01	0.3902084	0.2997539
461	0.15	0.01	0.34849292	0.2340953
462	0.15	0.01	0.36431018	0.3258768
462	0.15	0.01	0.36369947	0.22723278
463	0.15	0.01	0.3413111	0.2805059
463	0.15	0.01	0.34275112	0.19271511
464	0.15	0.01	0.37810254	0.2831379
464	0.15	0.01	0.35713542	0.25166306
465	0.15	0.01	0.3785163	0.40715912
465	0.15	0.01	0.37894592	0.25208515
466	0.15	0.01	0.3963586	0.23724581
466	0.15	0.01	0.3473156	0.24243443
467	0.15	0.01	0.39268193	0.302189
467	0.15	0.01	0.35853782	0.2318485
468	0.15	0.01	0.38220274	0.23537956
468	0.15	0.01	0.3433392	0.23190516
469	0.15	0.01	0.3966842	0.3180187
469	0.15	0.01	0.3444565	0.20454338
470	0.15	0.01	0.40526885	0.3479204
470	0.15	0.01	0.3415594	0.19605699
471	0.15	0.01	0.35829076	0.40282154
471	0.15	0.01	0.3486319	0.19428562
472	0.15	0.01	0.38621426	0.31632626
472	0.15	0.01	0.35275882	0.22253157
473	0.15	0.01	0.3833566	0.23568931
473	0.15	0.01	0.34722978	0.27886137
474	0.15	0.01	0.3890443	0.2787231
474	0.15	0.01	0.34628144	0.22827621
475	0.15	0.01	0.34321105	0.19607826
475	0.15	0.01	0.34620792	0.17919602
476	0.15	0.01	0.38171944	0.2385582
476	0.15	0.01	0.3593472	0.1544034
477	0.15	0.01	0.35915574	0.26805308
477	0.15	0.01	0.35666016	0.15404777
478	0.15	0.01	0.35102805	0.28279898
478	0.15	0.01	0.35260797	0.1533215
479	0.15	0.01	0.3444335	0.23941536
479	0.15	0.01	0.34140944	0.13971317
480	0.15	0.01	0.3749694	0.2653926
480	0.15	0.01	0.33613983	0.1455437
481	0.15	0.01	0.38386166	0.26940286
481	0.15	0.01	0.33989474	0.14501356
482	0.15	0.01	0.3889547	0.2509228
482	0.15	0.01	0.34434357	0.15075232
483	0.15	0.01	0.37010014	0.2727889
483	0.15	0.01	0.3540549	0.1460953
484	0.15	0.01	0.36032715	0.20424561
484	0.15	0.01	0.34657258	0.13505739
485	0.15	0.01	0.37138873	0.30565324
485	0.15	0.01	0.3527776	0.13960098
486	0.15	0.01	0.34673157	0.23349832
486	0.15	0.01	0.34654042	0.1451844
487	0.15	0.01	0.3427076	0.26860186
487	0.15	0.01	0.34226447	0.1355516
488	0.15	0.01	0.39335582	0.34573966
488	0.15	0.01	0.35317573	0.15410274
489	0.15	0.01	0.3946299	0.30694443
489	0.15	0.01	0.34465778	0.15121904
490	0.15	0.01	0.36511192	0.26375413
490	0.15	0.01	0.36113152	0.1672483
491	0.15	0.01	0.3731999	0.27706707
491	0.15	0.01	0.3424376	0.13837224
492	0.15	0.01	0.369876	0.2506145
492	0.15	0.01	0.34328887	0.17444712
493	0.15	0.01	0.35181397	0.30702883
493	0.15	0.01	0.3614994	0.1553001
494	0.15	0.01	0.36617786	0.25477177
494	0.15	0.01	0.35527432	0.14305137
495	0.15	0.01	0.35081416	0.23598261
495	0.15	0.01	0.34865505	0.15298358
496	0.15	0.01	0.4032104	0.23876566
496	0.15	0.01	0.360043	0.14079568
497	0.15	0.01	0.40908054	0.27610564
497	0.15	0.01	0.31582993	0.12754074
498	0.15	0.01	0.4059821	0.22362214
498	0.15	0.01	0.35714203	0.14965858
499	0.15	0.01	0.3765259	0.22893512
499	0.15	0.01	0.34542993	0.13358666
500	0.15	0.01	0.37375817	0.22232108
500	0.15	0.01	0.34821236	0.13013576
501	0.15	0.01	0.40061724	0.2466885
501	0.15	0.01	0.34547397	0.14118938
502	0.15	0.01	0.39416134	0.2804916
502	0.15	0.01	0.37039536	0.14833242
503	0.15	0.01	0.4031801	0.31107962
503	0.15	0.01	0.336266	0.1588627
504	0.15	0.01	0.38684064	0.5988166
504	0.15	0.01	0.36464214	0.15047023
505	0.15	0.01	0.36698815	0.40458465
505	0.15	0.01	0.3387667	0.16160524
506	0.15	0.01	0.36584836	0.3729188
506	0.15	0.01	0.3433505	0.12531833
507	0.15	0.01	0.3920563	0.27012908
507	0.15	0.01	0.33956718	0.14440052
508	0.15	0.01	0.40621296	0.392212
508	0.15	0.01	0.3569003	0.15246919
509	0.15	0.01	0.3859737	0.4874665
509	0.15	0.01	0.36273083	0.16460735
510	0.15	0.01	0.3750867	0.4025247
510	0.15	0.01	0.353385	0.14282489
511	0.15	0.01	0.4092601	0.25440896
511	0.15	0.01	0.35776982	0.16090746
512	0.15	0.01	0.37943488	0.25080323
512	0.15	0.01	0.35220864	0.13406228
