scene_id	sigma	r	noise_before	noise_after
831	0.15	0.01	0.40354773	0.2845348
831	0.15	0.01	0.35233238	0.25749123
832	0.15	0.01	0.3750022	0.33613092
832	0.15	0.01	0.35992736	0.235892
833	0.15	0.01	0.37752393	0.28289115
833	0.15	0.01	0.35568798	0.22587675
834	0.15	0.01	0.37722182	0.3074974
834	0.15	0.01	0.34793693	0.22342674
835	0.15	0.01	0.38535511	0.27828014
835	0.15	0.01	0.33586282	0.21494293
836	0.15	0.01	0.39497817	0.29081452
836	0.15	0.01	0.32902932	0.20573382
837	0.15	0.01	0.41375515	0.33064452
837	0.15	0.01	0.35039738	0.23605566
838	0.15	0.01	0.41503632	0.27089536
838	0.15	0.01	0.3408568	0.21752937
839	0.15	0.01	0.38370705	0.36896905
839	0.15	0.01	0.3344383	0.24652827
840	0.15	0.01	0.38737816	0.28120238
840	0.15	0.01	0.3607144	0.22897422
841	0.15	0.01	0.4107776	0.39751887
841	0.15	0.01	0.35608608	0.21543184
842	0.15	0.01	0.40276784	0.5005366
842	0.15	0.01	0.35227063	0.1917996
843	0.15	0.01	0.41030753	0.37368402
843	0.15	0.01	0.34278068	0.20159557
844	0.15	0.01	0.36496934	0.33298883
844	0.15	0.01	0.36289907	0.2038432
845	0.15	0.01	0.3798172	0.31919244
845	0.15	0.01	0.3839617	0.27255088
846	0.15	0.01	0.39381328	0.48538467
846	0.15	0.01	0.36344773	0.2770199
847	0.15	0.01	0.42629397	0.33966228
847	0.15	0.01	0.35554755	0.24459778
848	0.15	0.01	0.40982115	0.69273263
848	0.15	0.01	0.3578595	0.19929077
849	0.15	0.01	0.3854309	0.25237602
849	0.15	0.01	0.358078	0.2626475
850	0.15	0.01	0.37125537	0.32685375
850	0.15	0.01	0.35533792	0.2083692
851	0.15	0.01	0.40144935	0.35945547
851	0.15	0.01	0.36456326	0.19291838
852	0.15	0.01	0.39921257	0.24722227
852	0.15	0.01	0.3475834	0.17156385
853	0.15	0.01	0.4041344	0.23518234
853	0.15	0.01	0.3510279	0.14496396
854	0.15	0.01	0.40037346	0.20401184
854	0.15	0.01	0.34816754	0.15406723
855	0.15	0.01	0.40093786	0.24097271
855	0.15	0.01	0.34247574	0.13360704
856	0.15	0.01	0.39559242	0.25612706
856	0.15	0.01	0.37037998	0.13897924
857	0.15	0.01	0.38471526	0.27956674
857	0.15	0.01	0.35565114	0.23098993
858	0.15	0.01	0.40755928	0.41446933
858	0.15	0.01	0.3420952	0.38944092
859	0.15	0.01	0.40676188	0.31734517
859	0.15	0.01	0.3685442	0.360439
860	0.15	0.01	0.39120978	0.24330893
860	0.15	0.01	0.34972417	0.3479042
861	0.15	0.01	0.39368382	0.21163715
861	0.15	0.01	0.34660268	0.2838573
862	0.15	0.01	0.3733115	0.27115032
862	0.15	0.01	0.3439945	0.21475929
863	0.15	0.01	0.3945769	0.28595218
863	0.15	0.01	0.32982782	0.19767208
864	0.15	0.01	0.36402208	0.3833416
864	0.15	0.01	0.3439042	0.23484811
865	0.15	0.01	0.38546315	0.20196317
865	0.15	0.01	0.35576206	0.2240364
866	0.15	0.01	0.36124915	0.24067158
866	0.15	0.01	0.37075576	0.22478344
867	0.15	0.01	0.3619216	0.2181142
867	0.15	0.01	0.34471378	0.19061449
868	0.15	0.01	0.36697024	0.1886632
868	0.15	0.01	0.35478386	0.2003575
869	0.15	0.01	0.361319	0.20656963
869	0.15	0.01	0.35237664	0.21780731
870	0.15	0.01	0.37857792	0.22484577
870	0.15	0.01	0.33889163	0.27186885
871	0.15	0.01	0.3720924	0.20796326
871	0.15	0.01	0.3416526	0.22638421
872	0.15	0.01	0.3687416	0.2653525
872	0.15	0.01	0.34171844	0.22079319
873	0.15	0.01	0.3703233	0.3261079
873	0.15	0.01	0.3501817	0.25141796
874	0.15	0.01	0.37504777	0.22734594
874	0.15	0.01	0.33697277	0.22734566
875	0.15	0.01	0.3794424	0.30145696
875	0.15	0.01	0.3379557	0.24546683
876	0.15	0.01	0.37872827	0.572863
876	0.15	0.01	0.328145	0.20870459
877	0.15	0.01	0.37466985	0.2781145
877	0.15	0.01	0.34383905	0.23113045
878	0.15	0.01	0.39216667	0.47725734
878	0.15	0.01	0.36735785	0.2800864
879	0.15	0.01	0.3532348	0.2610186
879	0.15	0.01	0.3615852	0.25613725
880	0.15	0.01	0.35244122	0.2331372
880	0.15	0.01	0.34362674	0.23406342
881	0.15	0.01	0.35571912	0.26985335
881	0.15	0.01	0.33251187	0.22905141
882	0.15	0.01	0.3802823	0.27563554
882	0.15	0.01	0.34129566	0.24649054
883	0.15	0.01	0.370324	0.32221594
883	0.15	0.01	0.34748518	0.22371128
884	0.15	0.01	0.36213344	0.41270584
884	0.15	0.01	0.35600507	0.20519684
885	0.15	0.01	0.36103967	0.36868113
885	0.15	0.01	0.35177147	0.27767265
886	0.15	0.01	0.38720065	0.25809413
886	0.15	0.01	0.37953687	0.38868865
887	0.15	0.01	0.39061734	0.31462294
887	0.15	0.01	0.35822952	0.327859
888	0.15	0.01	0.38273898	0.32678786
888	0.15	0.01	0.36886415	0.29371318
889	0.15	0.01	0.37171462	0.30163032
889	0.15	0.01	0.35843906	0.22068289
890	0.15	0.01	0.35997546	0.2432497
890	0.15	0.01	0.35141715	0.2263818
891	0.15	0.01	0.374414	0.19047873
891	0.15	0.01	0.34737796	0.251767
892	0.15	0.01	0.35529998	0.21936436
892	0.15	0.01	0.37392032	0.37044197
893	0.15	0.01	0.37052315	0.31578007
893	0.15	0.01	0.35494542	0.33040893
894	0.15	0.01	0.39042786	0.2619653
894	0.15	0.01	0.36609074	0.23815861
895	0.15	0.01	0.3679296	0.21493831
895	0.15	0.01	0.32329044	0.5072575
896	0.15	0.01	0.36549133	0.2563644
896	0.15	0.01	0.35978925	0.35130847
897	0.15	0.01	0.37917805	0.23118435
897	0.15	0.01	0.35673088	0.27740264
898	0.15	0.01	0.39092767	0.1964969
898	0.15	0.01	0.33703735	0.25108805
899	0.15	0.01	0.38666648	0.24290724
899	0.15	0.01	0.34451	0.23303835
900	0.15	0.01	0.36870345	0.24866472
900	0.15	0.01	0.37484664	0.24686138
901	0.15	0.01	0.36103898	0.24245016
901	0.15	0.01	0.36617443	0.3042824
902	0.15	0.01	0.37704122	0.22997797
902	0.15	0.01	0.3467245	0.26418516
903	0.15	0.01	0.37773755	0.24595368
903	0.15	0.01	0.35412824	0.23475157
904	0.15	0.01	0.35851163	0.29901862
904	0.15	0.01	0.33453187	0.21982208
905	0.15	0.01	0.3927631	0.3808429
905	0.15	0.01	0.35446128	0.25753644
906	0.15	0.01	0.38567287	0.48170006
906	0.15	0.01	0.33908045	0.20341735
907	0.15	0.01	0.3685071	0.3626702
907	0.15	0.01	0.33048278	0.2648547
908	0.15	0.01	0.37630618	0.9054811
908	0.15	0.01	0.34218216	0.18965748
909	0.15	0.01	0.3700303	0.4495099
909	0.15	0.01	0.36951512	0.22669527
910	0.15	0.01	0.3621904	0.429696
910	0.15	0.01	0.33749217	0.22475074
911	0.15	0.01	0.36450645	0.8780494
911	0.15	0.01	0.36249852	0.2503086
912	0.15	0.01	0.34330243	0.45081598
912	0.15	0.01	0.36180675	0.24386449
913	0.15	0.01	0.38135457	0.27420437
913	0.15	0.01	0.3538137	0.23100145
914	0.15	0.01	0.37540206	0.24733876
914	0.15	0.01	0.34646285	0.254032
915	0.15	0.01	0.3689008	0.23375441
915	0.15	0.01	0.3579863	0.19582257
916	0.15	0.01	0.3587452	0.27318904
916	0.15	0.01	0.36408886	0.21270773
917	0.15	0.01	0.36985373	0.30667034
917	0.15	0.01	0.35534325	0.20243718
918	0.15	0.01	0.3905257	0.2328752
918	0.15	0.01	0.3563321	0.18609113
919	0.15	0.01	0.38592663	0.2527316
919	0.15	0.01	0.33954036	0.19007275
920	0.15	0.01	0.3824968	0.2411465
920	0.15	0.01	0.35489017	0.18330395
921	0.15	0.01	0.3808335	0.22988123
921	0.15	0.01	0.3470067	0.18191904
922	0.15	0.01	0.37085128	0.2813407
922	0.15	0.01	0.35770229	0.20153306
923	0.15	0.01	0.38409328	0.23135844
923	0.15	0.01	0.35186288	0.19175878
924	0.15	0.01	0.39467883	0.2525505
924	0.15	0.01	0.3372209	0.28557375
925	0.15	0.01	0.3704236	0.26267552
925	0.15	0.01	0.34499457	0.3522092
926	0.15	0.01	0.3545817	0.196442
926	0.15	0.01	0.3510176	0.19306481
927	0.15	0.01	0.36111015	0.25645122
927	0.15	0.01	0.36642897	0.21400253
928	0.15	0.01	0.39889133	0.27660307
928	0.15	0.01	0.35865238	0.18192041
929	0.15	0.01	0.39758164	0.3438546
929	0.15	0.01	0.36154667	0.196996
930	0.15	0.01	0.35832855	0.393821
930	0.15	0.01	0.34605798	0.19222368
931	0.15	0.01	0.37242988	0.66217554
931	0.15	0.01	0.37878114	0.20750698
932	0.15	0.01	0.3372919	0.76718986
932	0.15	0.01	0.36228025	0.20173194
933	0.15	0.01	0.345434	0.23568356
933	0.15	0.01	0.34467626	0.17187046
934	0.15	0.01	0.3521482	0.28329104
934	0.15	0.01	0.34683925	0.16898769
935	0.15	0.01	0.35552388	0.25112957
935	0.15	0.01	0.35105976	0.21879101
936	0.15	0.01	0.3635971	0.47070634
936	0.15	0.01	0.34415686	0.19975452
937	0.15	0.01	0.36453497	0.25781032
937	0.15	0.01	0.34763277	0.18392847
938	0.15	0.01	0.36862704	0.2776016
938	0.15	0.01	0.3433804	0.19301525
939	0.15	0.01	0.33772454	0.33065936
939	0.15	0.01	0.34812027	0.18238413
940	0.15	0.01	0.37552202	0.2889989
940	0.15	0.01	0.36758587	0.19103903
941	0.15	0.01	0.35728264	0.37331143
941	0.15	0.01	0.35582215	0.18789549
942	0.15	0.01	0.38598576	0.2540143
942	0.15	0.01	0.35993654	0.17887
943	0.15	0.01	0.35548133	0.27805516
943	0.15	0.01	0.3551303	0.18901868
944	0.15	0.01	0.35062015	0.26531202
944	0.15	0.01	0.35990685	0.2011885
945	0.15	0.01	0.3577976	0.32651746
945	0.15	0.01	0.33949745	0.18260671
946	0.15	0.01	0.36528862	0.34223357
946	0.15	0.01	0.34900764	0.197007
947	0.15	0.01	0.3743462	0.27847886
947	0.15	0.01	0.34409255	0.21020247
948	0.15	0.01	0.3746643	0.2693992
948	0.15	0.01	0.3600825	0.21024574
949	0.15	0.01	0.35070163	0.3274157
949	0.15	0.01	0.3510148	0.2031205
950	0.15	0.01	0.3503227	0.3911183
950	0.15	0.01	0.34437016	0.17187046
951	0.15	0.01	0.3602574	0.3163834
951	0.15	0.01	0.33930653	0.18965864
952	0.15	0.01	0.35378185	0.2627977
952	0.15	0.01	0.373106	0.19012323
953	0.15	0.01	0.3487665	0.23673253
953	0.15	0.01	0.35169587	0.17988604
954	0.15	0.01	0.35597226	0.24335971
954	0.15	0.01	0.33403546	0.1908855
955	0.15	0.01	0.35852504	0.26755416
955	0.15	0.01	0.37183812	0.18322977
956	0.15	0.01	0.36357975	0.29662696
956	0.15	0.01	0.33410972	0.1859581
957	0.15	0.01	0.36174375	0.41571674
957	0.15	0.01	0.3397589	0.17226654
958	0.15	0.01	0.3513169	0.2616688
958	0.15	0.01	0.35565743	0.17504132
959	0.15	0.01	0.35854876	0.3954395
959	0.15	0.01	0.3578896	0.18686464
960	0.15	0.01	0.35685197	0.2513023
960	0.15	0.01	0.3316657	0.16012469
961	0.15	0.01	0.37879696	0.24824993
961	0.15	0.01	0.33942023	0.15533108
962	0.15	0.01	0.36180726	0.30145475
962	0.15	0.01	0.34866792	0.2090894
963	0.15	0.01	0.37266365	0.2710847
963	0.15	0.01	0.3508352	0.202257
964	0.15	0.01	0.37030312	0.41330102
964	0.15	0.01	0.33882853	0.19836915
965	0.15	0.01	0.3921426	0.46101174
965	0.15	0.01	0.35749757	0.22747454
966	0.15	0.01	0.36431286	0.36438742
966	0.15	0.01	0.3273569	0.20805228
967	0.15	0.01	0.34796005	0.26922646
967	0.15	0.01	0.3680588	0.21816355
968	0.15	0.01	0.35171294	0.28837213
968	0.15	0.01	0.35605732	0.21332371
969	0.15	0.01	0.3792672	0.28169432
969	0.15	0.01	0.36863282	0.20859914
970	0.15	0.01	0.37265775	0.2959497
970	0.15	0.01	0.3540042	0.22945215
971	0.15	0.01	0.37332422	0.32260045
971	0.15	0.01	0.36803195	0.24546294
972	0.15	0.01	0.39015895	0.3087393
972	0.15	0.01	0.35670826	0.31030545
973	0.15	0.01	0.3834038	0.3049998
973	0.15	0.01	0.36058602	0.2641813
974	0.15	0.01	0.34704986	0.33296734
974	0.15	0.01	0.36288834	0.2266794
975	0.15	0.01	0.3695512	0.31544584
975	0.15	0.01	0.33211297	0.18804958
976	0.15	0.01	0.35088357	0.26694813
976	0.15	0.01	0.355761	0.18978925
977	0.15	0.01	0.3766349	0.26396024
977	0.15	0.01	0.34597796	0.20479469
978	0.15	0.01	0.36580178	0.36254063
978	0.15	0.01	0.3491293	0.18675655
979	0.15	0.01	0.36023888	0.31246188
979	0.15	0.01	0.3562359	0.18165979
980	0.15	0.01	0.35152915	0.29674184
980	0.15	0.01	0.3673597	0.16802973
981	0.15	0.01	0.38304478	0.27407148
981	0.15	0.01	0.36159956	0.18615316
982	0.15	0.01	0.3749639	0.29959783
982	0.15	0.01	0.3458558	0.18822044
983	0.15	0.01	0.39167392	0.28825143
983	0.15	0.01	0.33475873	0.2426489
984	0.15	0.01	0.3661483	0.24634388
984	0.15	0.01	0.35310408	0.25821307
985	0.15	0.01	0.36751062	0.27202746
985	0.15	0.01	0.3582798	0.23925257
986	0.15	0.01	0.36935943	0.27547753
986	0.15	0.01	0.3565397	0.1886067
987	0.15	0.01	0.37287486	0.32545495
987	0.15	0.01	0.33886623	0.20285565
988	0.15	0.01	0.3664709	0.278957
988	0.15	0.01	0.34953663	0.21812898
989	0.15	0.01	0.39110917	0.24884042
989	0.15	0.01	0.35839975	0.26670083
990	0.15	0.01	0.36514777	0.5128339
990	0.15	0.01	0.3563829	0.3382087
991	0.15	0.01	0.35184386	0.33354533
991	0.15	0.01	0.36162797	0.28114036
992	0.15	0.01	0.35046482	0.32114184
992	0.15	0.01	0.35056812	0.27777615
993	0.15	0.01	0.3698806	0.3674985
993	0.15	0.01	0.36353528	0.23981407
994	0.15	0.01	0.38085133	0.27246225
994	0.15	0.01	0.3520797	0.2191579
995	0.15	0.01	0.3858986	0.3420713
995	0.15	0.01	0.34360695	0.22784662
996	0.15	0.01	0.38482356	0.24819484
996	0.15	0.01	0.36755893	0.2238157
997	0.15	0.01	0.3861787	0.22441603
997	0.15	0.01	0.35703403	0.22951356
998	0.15	0.01	0.38196465	0.24895863
998	0.15	0.01	0.3698838	0.23086682
999	0.15	0.01	0.36012223	0.21883678
999	0.15	0.01	0.35250756	0.20680344
1000	0.15	0.01	0.36479354	0.21303137
1000	0.15	0.01	0.343521	0.19480367
1001	0.15	0.01	0.38228106	0.22414358
1001	0.15	0.01	0.37623736	0.21090724
1002	0.15	0.01	0.3680394	0.25229096
1002	0.15	0.01	0.3541512	0.22102551
1003	0.15	0.01	0.34639812	0.21196319
1003	0.15	0.01	0.3473015	0.22140993
1004	0.15	0.01	0.35305503	0.21455392
1004	0.15	0.01	0.33212855	0.18850219
1005	0.15	0.01	0.3471571	0.24828888
1005	0.15	0.01	0.35024083	0.20045109
1006	0.15	0.01	0.36678356	0.3580318
1006	0.15	0.01	0.35661316	0.21428011
1007	0.15	0.01	0.3692168	0.30371165
1007	0.15	0.01	0.3568611	0.20208265
1008	0.15	0.01	0.37859118	0.42839798
1008	0.15	0.01	0.3620718	0.23599806
1009	0.15	0.01	0.37043476	0.2520031
1009	0.15	0.01	0.35851687	0.23663051
1010	0.15	0.01	0.36681366	0.21182688
1010	0.15	0.01	0.36313784	0.34291366
1011	0.15	0.01	0.36459056	0.24114385
1011	0.15	0.01	0.35917178	0.21848156
1012	0.15	0.01	0.3418266	0.23276848
1012	0.15	0.01	0.37010005	0.22594091
1013	0.15	0.01	0.36119708	0.30471602
1013	0.15	0.01	0.35656393	0.17066038
1014	0.15	0.01	0.33044437	0.22078767
1014	0.15	0.01	0.36753923	0.2261478
1015	0.15	0.01	0.35798112	0.3563431
1015	0.15	0.01	0.3512381	0.13715471
1016	0.15	0.01	0.34922808	0.36317143
1016	0.15	0.01	0.36070764	0.16289002
1017	0.15	0.01	0.35645851	0.29992646
1017	0.15	0.01	0.3470298	0.14342362
1018	0.15	0.01	0.39909095	0.31615746
1018	0.15	0.01	0.3411741	0.136292
1019	0.15	0.01	0.34443596	0.36001617
1019	0.15	0.01	0.34230858	0.12638211
1020	0.15	0.01	0.36220753	0.27622163
1020	0.15	0.01	0.35025874	0.15145499
1021	0.15	0.01	0.36897174	0.33431733
1021	0.15	0.01	0.35076037	0.13756679
1022	0.15	0.01	0.36498806	0.31298628
1022	0.15	0.01	0.3379624	0.15877225
1023	0.15	0.01	0.39582214	0.3109841
1023	0.15	0.01	0.34822774	0.15310846
1024	0.15	0.01	0.37867534	0.32076395
1024	0.15	0.01	0.34662345	0.1487618
1025	0.15	0.01	0.37394848	0.30710784
1025	0.15	0.01	0.34855342	0.13563293
1026	0.15	0.01	0.36923704	0.292652
1026	0.15	0.01	0.3717514	0.16473757
1027	0.15	0.01	0.36919004	0.28077686
1027	0.15	0.01	0.3497019	0.16605961
1028	0.15	0.01	0.34879804	0.26305628
1028	0.15	0.01	0.3408307	0.13806854
1029	0.15	0.01	0.3567765	0.30934545
1029	0.15	0.01	0.34063256	0.13259768
1030	0.15	0.01	0.37114543	0.34404323
1030	0.15	0.01	0.36166108	0.15894759
1031	0.15	0.01	0.3492479	0.25445092
1031	0.15	0.01	0.37401128	0.15341765
1032	0.15	0.01	0.3615306	0.24825731
1032	0.15	0.01	0.34670845	0.12991518
1033	0.15	0.01	0.35947692	0.2864132
1033	0.15	0.01	0.3564936	0.15752254
1034	0.15	0.01	0.36747733	0.42092022
1034	0.15	0.01	0.3618084	0.16586408
1035	0.15	0.01	0.3677638	0.7382442
1035	0.15	0.01	0.36781392	0.17105682
1036	0.15	0.01	0.36966813	0.33909607
1036	0.15	0.01	0.35863382	0.16160442
1037	0.15	0.01	0.36048302	0.31160304
1037	0.15	0.01	0.35317317	0.15406446
1038	0.15	0.01	0.36071804	0.28432262
1038	0.15	0.01	0.36410505	0.16699935
1039	0.15	0.01	0.3597209	0.29593286
1039	0.15	0.01	0.37583202	0.1730743
1040	0.15	0.01	0.39308143	0.24860995
1040	0.15	0.01	0.35822833	0.14574239
1041	0.15	0.01	0.3376923	0.4613676
1041	0.15	0.01	0.37233642	0.15408051
1042	0.15	0.01	0.35727656	0.28783813
1042	0.15	0.01	0.35405836	0.13332494
1043	0.15	0.01	0.36505398	0.38048747
1043	0.15	0.01	0.3757207	0.14271362
1044	0.15	0.01	0.358202	0.64954305
1044	0.15	0.01	0.38339534	0.14122821
1045	0.15	0.01	0.35941732	0.43259144
1045	0.15	0.01	0.3727345	0.13728702
1046	0.15	0.01	0.36000404	0.31934166
1046	0.15	0.01	0.39076293	0.17631342
1047	0.15	0.01	0.35438538	0.32884437
1047	0.15	0.01	0.37822247	0.17873156
1048	0.15	0.01	0.34390026	0.27641785
1048	0.15	0.01	0.37886834	0.16611318
1049	0.15	0.01	0.35820252	0.29201254
1049	0.15	0.01	0.38439414	0.1682689
1050	0.15	0.01	0.34403366	0.40019134
1050	0.15	0.01	0.39701512	0.17437926
1051	0.15	0.01	0.3484376	0.28712773
1051	0.15	0.01	0.37922966	0.15955307
1052	0.15	0.01	0.34380433	0.30540398
1052	0.15	0.01	0.39859566	0.19000185
1053	0.15	0.01	0.34430596	0.27752393
1053	0.15	0.01	0.3953551	0.16774893
1054	0.15	0.01	0.36684918	0.26656455
1054	0.15	0.01	0.37035206	0.16633795
1055	0.15	0.01	0.37041733	0.27796447
1055	0.15	0.01	0.39365098	0.15935875
1056	0.15	0.01	0.38015717	0.25831893
1056	0.15	0.01	0.36951014	0.17872356
1057	0.15	0.01	0.3942367	0.3164885
1057	0.15	0.01	0.3928935	0.17041077
1058	0.15	0.01	0.40677303	0.29711658
1058	0.15	0.01	0.39540547	0.15430364
1059	0.15	0.01	0.38373688	0.2718314
1059	0.15	0.01	0.40332723	0.15900116
1060	0.15	0.01	0.37762874	0.30230674
1060	0.15	0.01	0.39140618	0.15995562
1061	0.15	0.01	0.3722451	0.29406875
1061	0.15	0.01	0.37550575	0.16284652
1062	0.15	0.01	0.3802388	0.46590617
1062	0.15	0.01	0.4080381	0.19771712
1063	0.15	0.01	0.3878972	0.33034936
1063	0.15	0.01	0.39470878	0.15430328
1064	0.15	0.01	0.39481816	0.28688896
1064	0.15	0.01	0.40301836	0.17615753
1065	0.15	0.01	0.39467514	0.29882774
1065	0.15	0.01	0.3795169	0.17851436
1066	0.15	0.01	0.3886739	0.29984608
1066	0.15	0.01	0.40908268	0.15948755
1067	0.15	0.01	0.38371933	0.2618057
1067	0.15	0.01	0.39007708	0.18501398
1068	0.15	0.01	0.37190753	0.24827468
1068	0.15	0.01	0.38482526	0.1827092
1069	0.15	0.01	0.35564658	0.34332806
1069	0.15	0.01	0.37471163	0.1678923
1070	0.15	0.01	0.3430012	0.31900328
1070	0.15	0.01	0.3857076	0.184613
1071	0.15	0.01	0.36180547	0.34084195
1071	0.15	0.01	0.37972018	0.18483467
1072	0.15	0.01	0.35127622	0.32254875
1072	0.15	0.01	0.36260003	0.18377051
1073	0.15	0.01	0.38691244	0.34935123
1073	0.15	0.01	0.37311625	0.18582596
1074	0.15	0.01	0.41730523	0.26670113
1074	0.15	0.01	0.37119043	0.18710911
1075	0.15	0.01	0.39006713	0.27903873
1075	0.15	0.01	0.3471736	0.17144342
1076	0.15	0.01	0.37335217	0.2308588
1076	0.15	0.01	0.34745657	0.15736735
1077	0.15	0.01	0.3910702	0.25681746
1077	0.15	0.01	0.3554984	0.17506367
1078	0.15	0.01	0.37104198	0.364589
1078	0.15	0.01	0.35237372	0.177723
1079	0.15	0.01	0.37899154	0.3976026
1079	0.15	0.01	0.35634992	0.2654158
1080	0.15	0.01	0.38060805	0.18531561
1080	0.15	0.01	0.3738012	0.1945119
1081	0.15	0.01	0.3847801	0.2717456
1081	0.15	0.01	0.35767612	0.2051312
1082	0.15	0.01	0.37013337	0.45189694
1082	0.15	0.01	0.35792533	0.22897997
1083	0.15	0.01	0.36215547	0.27280495
1083	0.15	0.01	0.34838143	0.2822323
1084	0.15	0.01	0.3878459	0.20696688
1084	0.15	0.01	0.35342568	0.19749841
1085	0.15	0.01	0.3683126	0.578506
1085	0.15	0.01	0.3446982	0.16792127
1086	0.15	0.01	0.36951637	0.23127697
1086	0.15	0.01	0.361007	0.18398905
1087	0.15	0.01	0.35879925	0.26394808
1087	0.15	0.01	0.35418895	0.13082124
1088	0.15	0.01	0.38284314	0.24358822
1088	0.15	0.01	0.34699753	0.1274469
1089	0.15	0.01	0.3664186	0.29148206
1089	0.15	0.01	0.34588382	0.13380721
1090	0.15	0.01	0.37803233	0.26050645
1090	0.15	0.01	0.35360283	0.13857384
1091	0.15	0.01	0.37830335	0.18041945
1091	0.15	0.01	0.34793004	0.12897311
1092	0.15	0.01	0.35729173	0.34845188
1092	0.15	0.01	0.3481115	0.11964516
1093	0.15	0.01	0.3671435	0.26793206
1093	0.15	0.01	0.34023213	0.14740275
1094	0.15	0.01	0.37164363	0.16954304
1094	0.15	0.01	0.3376626	0.13944243
1095	0.15	0.01	0.3801919	0.16482143
1095	0.15	0.01	0.3632176	0.15625422
1096	0.15	0.01	0.38486028	0.20856647
1096	0.15	0.01	0.35713533	0.13967097
1097	0.15	0.01	0.39566603	0.19263852
1097	0.15	0.01	0.34449288	0.16808957
1098	0.15	0.01	0.38243976	0.16333793
1098	0.15	0.01	0.3443643	0.16582423
1099	0.15	0.01	0.38635796	0.16658361
1099	0.15	0.01	0.3653553	0.1338146
1100	0.15	0.01	0.39615834	0.16243254
1100	0.15	0.01	0.37239906	0.14244746
1101	0.15	0.01	0.37790716	0.18728775
1101	0.15	0.01	0.34305024	0.14803289
1102	0.15	0.01	0.38622478	0.20205525
1102	0.15	0.01	0.3435317	0.1310927
1103	0.15	0.01	0.3512386	0.22898526
1103	0.15	0.01	0.35142267	0.14805494
1104	0.15	0.01	0.35936573	0.6759692
1104	0.15	0.01	0.36153853	0.17633876
1105	0.15	0.01	0.38013148	0.3206833
1105	0.15	0.01	0.3678887	0.2639087
1106	0.15	0.01	0.3746977	0.30054173
1106	0.15	0.01	0.35455048	0.49534017
1107	0.15	0.01	0.3750749	0.33632946
1107	0.15	0.01	0.35957667	0.24977419
1108	0.15	0.01	0.37542817	0.27617306
1108	0.15	0.01	0.3435943	0.29708478
1109	0.15	0.01	0.3799414	0.21213974
1109	0.15	0.01	0.348283	0.2497449
1110	0.15	0.01	0.37116784	0.31194007
1110	0.15	0.01	0.35706034	0.27058664
1111	0.15	0.01	0.3592885	0.25822535
1111	0.15	0.01	0.33135948	0.23904996
1112	0.15	0.01	0.3657423	0.1703913
1112	0.15	0.01	0.35816443	0.21690622
1113	0.15	0.01	0.36670443	0.33157453
1113	0.15	0.01	0.38062727	0.20895365
1114	0.15	0.01	0.36297017	0.22380322
1114	0.15	0.01	0.35016343	0.22454761
1115	0.15	0.01	0.38457587	0.19498518
1115	0.15	0.01	0.35355935	0.2570989
1116	0.15	0.01	0.36376008	0.21400382
1116	0.15	0.01	0.3533496	0.22997683
1117	0.15	0.01	0.39241028	0.22665255
1117	0.15	0.01	0.34131008	0.24906576
1118	0.15	0.01	0.36930263	0.24752821
1118	0.15	0.01	0.33906558	0.20718037
1119	0.15	0.01	0.36755672	0.2639526
1119	0.15	0.01	0.3414373	0.20089939
1120	0.15	0.01	0.37890327	0.29637966
1120	0.15	0.01	0.3662957	0.2995042
1121	0.15	0.01	0.36613706	0.19167006
1121	0.15	0.01	0.35426313	0.30544743
1122	0.15	0.01	0.36118925	0.3065858
1122	0.15	0.01	0.33126327	0.29875028
1123	0.15	0.01	0.37285876	0.3302387
1123	0.15	0.01	0.34125832	0.29023227
1124	0.15	0.01	0.3630398	0.2688958
1124	0.15	0.01	0.3463902	0.2513552
1125	0.15	0.01	0.36279964	0.23044096
1125	0.15	0.01	0.37652603	0.21285212
1126	0.15	0.01	0.3780018	0.2982932
1126	0.15	0.01	0.36531723	0.22148684
1127	0.15	0.01	0.36026272	0.28790286
1127	0.15	0.01	0.36546266	0.18566473
1128	0.15	0.01	0.3682914	0.2724248
1128	0.15	0.01	0.34163994	0.19184309
1129	0.15	0.01	0.36332625	0.24414669
1129	0.15	0.01	0.34308165	0.23185703
1130	0.15	0.01	0.3815196	0.2555389
1130	0.15	0.01	0.34430066	0.21001802
1131	0.15	0.01	0.38421372	0.30724087
1131	0.15	0.01	0.33717158	0.1864949
1132	0.15	0.01	0.3791914	0.62697065
1132	0.15	0.01	0.34996995	0.1771394
1133	0.15	0.01	0.38749725	0.32234153
1133	0.15	0.01	0.3529861	0.20073995
1134	0.15	0.01	0.37599248	0.26525173
1134	0.15	0.01	0.35416114	0.18733653
1135	0.15	0.01	0.35123408	0.28825969
1135	0.15	0.01	0.35486785	0.2203685
1136	0.15	0.01	0.3725233	0.27855372
1136	0.15	0.01	0.3671548	0.22237882
1137	0.15	0.01	0.3513213	0.1943912
1138	0.15	0.01	0.35509956	0.21989468
1139	0.15	0.01	0.35867813	0.1978218
1140	0.15	0.01	0.351852	0.19188698
1141	0.15	0.01	0.3502486	0.18646178
1142	0.15	0.01	0.34079656	0.17995855
1143	0.15	0.01	0.35937092	0.22375946
1144	0.15	0.01	0.34758198	0.1905463
1145	0.15	0.01	0.36116558	0.21260057
1146	0.15	0.01	0.34215215	0.21823755
1147	0.15	0.01	0.3388233	0.23044069
