scene_id	sigma	r	ade	fde	abd	fbd
0	0.2	0.05	0.17711129332699718	0.22359307562367045	3.0471871852840278	2.7587856973561515
0	0.2	0.05	1.711238414633416	3.2984793511050587	2.403178187827977	2.515173392634029
0	0.2	0.05	0.35940618544648456	0.17450913641063223	2.387466694122541	2.331509362514972
1	0.2	0.05	0.16658550405210495	0.2033697991919777	3.0210053410639546	2.749846797788495
1	0.2	0.05	0.7693937629900182	1.9292090058788594	2.807790856899625	2.7430303525869597
1	0.2	0.05	0.36080653575233906	0.8519618113626307	2.4638807996992775	2.2802892782722974
2	0.2	0.05	0.331526580139795	0.36693843883984484	2.6836208282800356	2.3426142858534353
2	0.2	0.05	0.8438315405889211	1.8319976345403624	2.5934924468646843	2.4820032313417264
2	0.2	0.05	0.9107225231579986	1.6443966148798042	2.4109065765788733	2.1456846662470497
3	0.2	0.05	0.1761995366329625	0.3513808627432575	2.7827498264291854	2.4763373867996
3	0.2	0.05	0.9691139565764003	1.8383888074112715	2.5032171712487306	2.3612447130255036
3	0.2	0.05	0.7212723647436885	1.1911882324684986	2.416000040605822	2.0195045851228834
4	0.2	0.05	0.23312219676641877	0.1647152486684926	2.8909115901309157	2.7830693824164072
4	0.2	0.05	1.0285546538400985	1.3558942841854968	2.413274731145951	2.197527167281203
4	0.2	0.05	0.11795549449436361	0.23154308189359157	2.7079196604222067	2.287038406258547
5	0.2	0.05	0.23477398666551394	0.5263016007602885	2.4255279621341956	2.2600492274663004
5	0.2	0.05	0.814749742209845	1.3139976626804133	2.639824660573367	2.3492237278809176
5	0.2	0.05	0.4128374245291077	0.9250593563389092	2.9509597095620794	2.448592866186562
6	0.2	0.05	0.23643238553436138	0.3431298479561309	2.428674667449611	2.507643041318151
6	0.2	0.05	0.42060414990966805	0.38857530808006935	2.4913266255459123	2.176083762722972
6	0.2	0.05	0.585661584212236	1.2807983258392162	3.0253481357218046	2.562247568217539
7	0.2	0.05	0.21859150702088473	0.5070534857661468	2.233784806951635	2.1969466095248147
7	0.2	0.05	2.072313275867821	2.1453149206995734	2.7116317274430712	2.434400176888666
7	0.2	0.05	0.6192674547679656	1.3779662820838858	2.514839634116713	2.4215943383040486
8	0.2	0.05	0.4109356467123631	0.9215826207092072	2.5249695051268546	2.4073863827824984
8	0.2	0.05	2.1995455693093766	4.08079353997502	4.0141712579802125	3.741930237841622
8	0.2	0.05	0.5753280931572112	1.2000913581984034	2.5176256615109573	2.3268542066409297
9	0.2	0.05	0.6217151997336733	1.1882745212970478	2.4676404116761796	2.2738272235156907
9	0.2	0.05	0.41600699012368664	0.7975814956500367	2.6642462354885716	2.5550571626292617
9	0.2	0.05	0.511159631316923	0.9643240177441716	2.6393299253658387	2.3204467876916026
10	0.2	0.05	0.3031937449592504	0.7019661220671864	3.3367581208307433	3.2621634495841225
10	0.2	0.05	0.8405207477002579	1.8595261335253033	2.717686447142051	2.472537468054098
10	0.2	0.05	0.3689505049394343	0.8762251107844526	2.702805445442479	2.3045090394000916
11	0.2	0.05	0.8535792024215986	1.81452788033503	3.291297842192964	3.0823338970582186
11	0.2	0.05	0.3022253182249821	0.254297421880218	2.231907499004626	1.988827239006445
11	0.2	0.05	0.3727066135431684	1.055430018849753	2.7912600994190173	2.2982942523045566
