scene_id	sigma	r	ade	fde	abd	fbd
0	0.5	0.05	0.6145826011103307	1.1312885993300033	1.3682562610856444	1.3032994263243802
0	0.5	0.05	0.8842127007455866	2.134356679775264	1.2286411044095726	1.271021595077856
0	0.5	0.05	0.39575134725586397	0.1956423139346162	1.2312659639531753	1.224597389892878
1	0.5	0.05	1.0470442270035232	1.8149815893999568	1.4179209213826678	1.3347358056298648
1	0.5	0.05	0.8656057143139207	2.098655610080039	1.1411437299637595	1.1161481215719369
1	0.5	0.05	0.3946624429351093	0.8182213266897471	1.025571000649476	0.9636776694707153
2	0.5	0.05	1.033802164383788	1.7793732843136485	1.3318297614070937	1.2328557025834184
2	0.5	0.05	0.8721040516234259	1.8647519783035764	1.084420005696868	1.0427635665785004
2	0.5	0.05	0.8224959363789203	1.3816099185629063	1.1268803200923925	1.0479371309467336
3	0.5	0.05	1.3056785822719934	2.2422372932548287	1.4058235999260476	1.308237691949867
3	0.5	0.05	1.037257101827261	2.0649049049509993	1.122482754530735	1.0610083978956644
3	0.5	0.05	0.5455631253507642	0.8972152082652415	1.118693210851349	0.9897265190987042
4	0.5	0.05	0.5404542435812493	0.9335311527500678	1.2751599288795654	1.262113507759004
4	0.5	0.05	1.1468034462149541	1.689734819858237	1.0334440122853377	0.9371042937781482
4	0.5	0.05	0.6293245543216226	0.7800263718981638	1.311124901950524	1.1702408936113664
5	0.5	0.05	0.8077493635553199	1.4248041819842086	1.3069236508007267	1.2914829032203934
5	0.5	0.05	0.9947173742194098	1.2900458666856633	1.0612601419069227	0.9150542575443257
5	0.5	0.05	0.5666097862539007	0.9063656360622765	1.4153960878313516	1.238892756559127
6	0.5	0.05	0.26678849969721774	0.42331804597885647	1.162420421686969	1.1991491514825297
6	0.5	0.05	0.5620901330942519	0.8465158415669183	1.2479409698781108	1.1204115799664554
6	0.5	0.05	0.5532712937410861	1.1405601348543988	1.6281539742000288	1.447796547005565
7	0.5	0.05	0.20336756750996662	0.4571990949833333	1.0940548588284171	1.0855003438091566
7	0.5	0.05	0.9516748201363293	1.608527996901405	1.2950141859238953	1.196817833831765
7	0.5	0.05	0.8770666707763378	1.8192905346786576	1.1344754841127396	1.1548363494559013
8	0.5	0.05	0.4021071846835244	0.8049570640356307	1.0165291891610124	0.973628202782365
8	0.5	0.05	1.7049015648152654	3.2545091589597694	1.3205127025934837	1.2065143865025851
8	0.5	0.05	0.8132014121565644	1.7337042786779868	1.0720548783041763	1.0382698345997687
9	0.5	0.05	0.5574416116218558	1.1388556953541098	1.2941153155302108	1.2189600644946945
9	0.5	0.05	0.43033339276416904	1.3170883871201742	0.9917075913562229	0.9299429974657164
9	0.5	0.05	0.44820089085524306	0.7936600087277349	1.1544326658699007	1.0601117728248732
10	0.5	0.05	0.5250539867599892	1.106563847967964	1.3989749137465364	1.3909826125821727
10	0.5	0.05	0.8611515502194947	1.7447441649695674	1.0417314240535658	0.929074769378411
10	0.5	0.05	0.24152114093172605	0.43137220333303733	1.2416908434474558	1.1063692550553712
11	0.5	0.05	0.5335511433055076	1.0795228994846204	1.1134185233804177	0.9982722564911056
11	0.5	0.05	0.11786796375533053	0.3222430442508314	1.0265891082584713	0.9213555331722146
11	0.5	0.05	0.2525309207779902	0.8567977868213609	1.40496039229067	1.2298862489871618
12	0.5	0.05	1.5908606789881354	3.014444838601067	1.5538690289402044	1.5076515561461392
12	0.5	0.05	1.0118012952909095	1.5712015663416221	1.1158667276792966	0.9988893364009572
12	0.5	0.05	0.5313971256071461	0.7340404193451909	1.5026645329005273	1.341569393837719
13	0.5	0.05	1.4105293393437819	2.6700231233369602	1.6547939559931304	1.5632546574318822
13	0.5	0.05	1.0997935955071185	2.3551284183641075	1.1451854761711178	1.0100270249101215
13	0.5	0.05	0.3836817141175068	0.5798725349014456	1.4334078649131061	1.310496242245405
14	0.5	0.05	0.9382988078329264	1.953578274798825	1.2204347846505519	1.1077477647178997
14	0.5	0.05	0.8832904763889388	2.048533422210785	1.4143069399248391	1.3011938446859588
14	0.5	0.05	1.4321439800509055	2.8810618198520914	1.5757382542504517	1.3711962065499195
15	0.5	0.05	1.082146587462645	2.6153205987066293	1.219047509497609	1.1646871024305796
15	0.5	0.05	0.6271012046916856	1.315215061858848	1.0305303407965194	0.9287351244400084
15	0.5	0.05	1.868135393086585	3.522036865861791	1.6364371669109388	1.4230903354653286
16	0.5	0.05	1.0931392288676498	2.6248526976862054	1.3933183473885105	1.2997548454320405
16	0.5	0.05	0.6309668937058875	0.9229968012830762	1.0834511648378309	1.0205573394982341
16	0.5	0.05	1.054167400288928	1.167027452612489	1.0647247990441062	1.0754772810773678
17	0.5	0.05	1.5150887913457354	3.269753073127603	1.6416752161074575	1.5211093393873916
17	0.5	0.05	0.7426149989446457	1.4262668690515736	1.1140359336657686	1.0194333906606026
17	0.5	0.05	0.5920540648563214	0.16838474852778437	1.090118214264155	1.0976869909472025
18	0.5	0.05	0.7668809164989012	1.5810107162635982	1.7008866780043153	1.5938509384786068
18	0.5	0.05	0.7560610675146563	1.3894921833972083	0.9406075090449472	0.8773058090643477
18	0.5	0.05	0.4987440431448696	1.309257841453846	1.0052176138635325	0.9849522807586993
19	0.5	0.05	0.7333020100383433	1.3535662277611562	1.6777879522671721	1.550096780729612
19	0.5	0.05	0.23183998391284596	0.41283132571679276	0.9718987784767718	0.8677857694276832
19	0.5	0.05	0.952308564685357	2.5497740427364723	1.0731992057206217	1.091426252587577
20	0.5	0.05	0.7753057728914524	1.326537653694828	1.6384202011383695	1.5295826821444716
20	0.5	0.05	0.46680595486265	0.8011320670594596	1.0356285712812412	0.9450029688614118
20	0.5	0.05	1.4109367556904149	3.2394599542954667	1.253002329439262	1.2557077565643546
21	0.5	0.05	1.3167883827051758	2.868829878454002	1.499039416103287	1.3689271897010329
21	0.5	0.05	0.5408950408555793	0.8692393172385621	1.2800373003241048	1.1742678993389168
21	0.5	0.05	2.3229920330955562	4.522254789428423	1.1823163937026966	1.1640202553060905
22	0.5	0.05	1.643060733767374	3.46513906210443	1.554811930965307	1.4228237565208985
22	0.5	0.05	1.4740524692752093	2.5708138642491942	1.173683325038113	1.0646329456348298
22	0.5	0.05	2.4934669980429347	5.288471158751762	1.1870607847188905	1.1685551929421687
23	0.5	0.05	1.3799462795362682	2.9740964191747	1.76366650095152	1.5768523924858533
23	0.5	0.05	0.5116160756452607	1.1774618381495439	1.3215868976260112	1.2098860014309711
23	0.5	0.05	0.43985386962548684	0.8323183853554218	1.009982661458583	0.9934972443773635
24	0.5	0.05	0.7649147785735475	1.7430515068786498	1.52728904605453	1.4577588369799745
24	0.5	0.05	1.2333295376845268	2.5299425524630847	1.2652546326692413	1.1342917917822337
24	0.5	0.05	1.0326108895082766	1.5580717347819566	1.1330808177610419	1.1055912302698614
25	0.5	0.05	0.5634111842205883	2.031864955415535	1.4697395968013711	1.4044054368354377
25	0.5	0.05	0.9324993671916809	1.8131609066844148	1.2742965188499988	1.0966935391342498
25	0.5	0.05	0.7470957449832795	1.3889346793785893	1.149941654358527	1.117202904998628
26	0.5	0.05	2.2347008933707984	4.881380549655261	1.4736877669535053	1.3218094226251829
26	0.5	0.05	0.8918264211224288	1.6174779787153872	1.3529458862987471	1.1593091062135408
26	0.5	0.05	1.2051085129753283	2.2472783903943174	1.0816308683622813	1.074387913892943
27	0.5	0.05	2.4140146824210755	5.008163672960361	1.5080539384910772	1.3500388769392064
27	0.5	0.05	1.2861694569392723	2.125793244480814	1.4595568657773292	1.4050652103156702
27	0.5	0.05	1.2673175057668962	2.198251555272158	1.3337758484992162	1.340479899831303
28	0.5	0.05	2.11320215346229	4.461924984353462	1.252013581749289	1.1759727939454272
28	0.5	0.05	0.983763098540932	1.476459831407821	1.4921960094593165	1.425946580395228
28	0.5	0.05	1.0020065388502573	1.7341116155474583	1.2610579818321608	1.2500525984740372
29	0.5	0.05	2.598262633976051	4.850092427079941	1.4377897806901858	1.3313235634848082
29	0.5	0.05	0.7976319449941608	1.3617185162986893	1.3525236088112786	1.3666528450705775
29	0.5	0.05	0.7850373078818264	1.4122824720250116	1.296584216716911	1.2638261969252629
30	0.5	0.05	1.5591449736703773	2.6735159280658194	1.4277384395348218	1.3179053580620261
30	0.5	0.05	0.9049328803792617	1.7358112465870905	1.085849688051815	1.002481271411402
30	0.5	0.05	0.39972976662680887	0.8932871358553822	1.0016655273441075	0.9971340288991349
31	0.5	0.05	0.9578616192463166	1.0104409165107993	1.4519958179263053	1.3916893503419194
31	0.5	0.05	0.4952154163047339	0.7366937435863592	1.0820368565330798	1.0230530171259822
31	0.5	0.05	0.4741293591384943	0.9412410489468714	1.016508135271624	1.0120862019024226
32	0.5	0.05	0.3846564967450799	0.9610801542982169	1.3559884994861415	1.2434056447963366
32	0.5	0.05	0.2186266651827985	0.32305326241276683	1.247381714685785	1.1571777735536966
32	0.5	0.05	0.4172545072058435	0.962722394159453	0.947905727428982	0.9092450529515193
33	0.5	0.05	1.1882882472488008	2.4791599610726673	1.6588169409558897	1.5949425939258257
33	0.5	0.05	0.48901670921131585	0.6944705796804598	1.0933850971993382	1.059349038844784
33	0.5	0.05	0.8399306064569337	2.0182838456886842	1.2340138083261611	1.2201040373177834
34	0.5	0.05	1.0052732204600012	2.2232323768265467	1.5730490864375577	1.4874590761269966
34	0.5	0.05	0.18808960502063712	0.3653451001593882	1.1728091472879103	1.1525277114303316
34	0.5	0.05	1.035028302030917	2.202431290997063	1.0572160634754693	1.0460904701396556
35	0.5	0.05	0.6405938057201297	1.0794345993859658	1.2500868582663047	1.173015528941198
35	0.5	0.05	0.4997065615725869	0.6843994100234643	1.2604387699506587	1.234039792465684
35	0.5	0.05	1.2560343920580825	2.566817178396753	1.0654524855094232	1.0538795548565947
36	0.5	0.05	0.9066569445270276	1.3801636703764792	1.5922776409775363	1.4772954836305354
36	0.5	0.05	0.3742422710607039	0.9627230047591041	1.1523496623913296	1.0818663688567753
36	0.5	0.05	1.2484316224069307	2.06378133326313	1.0918778157349	1.049531811725641
37	0.5	0.05	0.35017835159669636	0.5586489670235509	0.9658760404462894	0.9372062784173452
37	0.5	0.05	0.9597857798085009	1.765738538535534	1.0061784579090467	0.9140643043162102
37	0.5	0.05	0.35617670407610963	0.6871710675176504	1.0329619682092008	0.9661486839909992
38	0.5	0.05	0.3374640968203533	0.9012274629219209	1.0773851214271335	1.0514580032472016
38	0.5	0.05	0.8390336942285387	1.3603439834343585	0.9811970408119203	0.9013441926484124
38	0.5	0.05	0.3591291293157661	0.4506089624471712	1.1876305256517412	1.1405425158525406
39	0.5	0.05	0.612037701575911	1.2680532708381236	1.033521808315346	1.0009452087762316
39	0.5	0.05	0.11422211701541142	0.07131896606610515	1.137564387752656	1.0444791397075228
39	0.5	0.05	0.23379453145380388	0.6652921536804616	1.1855963365444113	1.1696475914663709
40	0.5	0.05	0.3999768978162584	0.8652839142423113	1.0432213575953893	1.0092391119561117
40	0.5	0.05	0.17779090114632526	0.30859685933525755	1.0188649883299588	0.9722312547795833
40	0.5	0.05	0.3489062358733084	0.6238469499931684	1.0399473539726471	1.00083220020942
41	0.5	0.05	0.5187702124800041	0.9170903709295329	1.0354390822052608	0.9972839761346085
41	0.5	0.05	0.34952623230443086	0.6903853736260576	1.0449051696035718	1.006463746685479
41	0.5	0.05	0.7463237808458928	1.2538370605232874	1.2490000665366672	1.2012215896354328
42	0.5	0.05	0.5781120917333933	0.7563684037684966	1.140671928011446	1.0970973201316059
42	0.5	0.05	0.46912433702835665	0.7398954690543006	1.1353225578160482	1.0780589373132003
42	0.5	0.05	0.4923714044359357	1.0196660822770014	1.2761712667790073	1.173602844407849
43	0.5	0.05	0.16082663064832375	0.1268912523629921	1.0118218256137752	0.9573997688226698
43	0.5	0.05	0.27708383534417186	0.6754680534697213	1.1792211668431387	1.1142773580412648
43	0.5	0.05	0.9340423106009471	1.7992941311408315	1.4210745412261012	1.301083353439728
44	0.5	0.05	0.2612012125935124	0.6010208979663855	1.0286271232806234	0.9756985874221229
44	0.5	0.05	0.30750179303614983	0.5254109778447138	1.083212461118846	1.0196798416593824
44	0.5	0.05	1.5378080280410316	2.586271019350582	1.5044849444164743	1.3634152118161929
45	0.5	0.05	0.3495580710001421	0.6734670199394214	1.0067155848305238	0.9788869120563891
45	0.5	0.05	0.5943258234141467	0.985853849322593	1.341383968494217	1.2480435769587686
