idx	fde	ade
0	0.5747623625898098	0.1543389478744214
1	0.8191120384623304	0.20610090797081054
2	0.6049035399495964	0.1584687769952518
3	0.9912081144820025	0.2629379505914332
4	0.5820328100223084	0.1484195641501805
5	1.501190731431991	0.607722043477946
6	0.08262701311933653	0.053263706086477444
7	1.1720057073657708	0.31577083615147494
8	0.41793772666077544	0.2674515150554849
9	0.7708856636947584	0.18580250615165786
10	0.28197615362723827	0.09905112644891358
11	2.722586379607111	0.7900078141113741
12	0.7802088476862734	0.175412696673026
13	1.65266987101122	0.6164107733807089
14	0.9818245995127206	0.24279457076242064
15	2.436523806364696	0.7664439277028299
16	0.6218146736808466	0.16991945237481643
17	0.9066963163639815	0.27324079983688243
18	0.9283776155423389	0.2389015791655204
19	1.874542924839093	0.4511056669652857
20	0.7739489651909618	0.16861240361946356
21	1.8141827080017563	0.3829862108255102
22	0.5616080571647981	0.15563333628160475
23	0.897491732944691	0.16527157939361556
24	1.8785836552195192	0.44792476651353863
25	2.0306654638085107	0.696516747409222
26	0.8345339554237955	0.1534274094081577
27	1.766337685908219	0.4243129172439514
28	3.6866880581505264	1.0621110966147786
29	1.53810250937175	0.345783368101292
30	1.822624554816559	0.4788105238845292
31	1.451047945018794	0.3100136261639824
32	1.8909426058981875	0.4968712049486047
33	1.9341152672288058	0.4490028495080323
34	0.8019793138477959	0.19988484830812236
35	2.042522685595828	0.5600713190644049
36	2.1235186418001253	0.5554912249738768
37	0.955380369637095	0.17309149384086978
38	1.1083128362153476	0.27379724428201196
39	1.2200871138966363	0.28582955734995
40	0.5850422503345233	0.1184320620630847
41	2.8843822596435635	0.6794878245361895
42	0.9600188020443683	0.2750447486353654
43	1.4369370718834285	0.3895615839365004
44	1.7634762071276853	0.4183290476085578
45	1.3857055311696123	0.40981816282480565
46	3.231601563380594	1.052300478432961
47	1.7298788544568866	0.5054488256696921
48	1.6127384993371012	0.2824958870504233
49	0.25493743188114976	0.059452930918050526
50	4.447419365302664	1.0636513262895833
51	4.290779564691727	1.0510760527015406
52	0.7910120050470895	0.25343571028248246
53	0.036291095207846215	0.04127610487467329
54	2.177237108358163	0.6871341117909496
55	0.8426954852949232	0.2840014089291875
56	0.45867285216414905	0.11343545130229125
57	0.748063979060609	0.2552025048933655
58	0.6830833695673258	0.22005615488189006
59	1.1078398318512397	0.242969284546875
60	0.7103733205279903	0.2339281714493589
61	0.9136594745293227	0.2486839824767473
62	0.38754104771555853	0.16214776522938906
63	0.31831668911308775	0.09628125827237222
64	2.245082268761152	0.7353940902587145
65	1.2648599941367162	0.46296758814095296
66	0.778214075990842	0.2933091501899143
67	0.2154037022376776	0.06747495513719122
68	0.6170552575069616	0.2660202904427024
70	1.313551284767531	0.3735407968091643
71	0.598230589261528	0.2243997732199189
72	0.520885568753773	0.12492722393903899
73	0.6959772455134611	0.2095923341217529
74	0.33701971909007106	0.2221884396174451
75	0.8649487464040309	0.3414084398320736
76	0.8620876542416813	0.14102126674390814
77	0.5881006329348781	0.14878496688634005
78	1.7440173334916593	0.47033463729370384
79	0.5453417003677613	0.17188456689204062
80	1.3866821596164651	0.3591410285602822
81	1.0781863770863958	0.3108755978610501
82	0.5586633147405996	0.14182091426328644
83	0.8129406902450221	0.26042131681757696
84	0.7842163013826229	0.20808926285299192
85	2.068512790023126	0.43082013248169543
86	2.0168591893757584	0.4979893051575471
87	1.3950804720288492	0.37959972869856934
88	1.5677105516367842	0.39041983358762744
89	1.185468425968455	0.36154606569775066
90	1.6674364030829325	0.48009826235647907
91	2.3197037339813353	0.5283286062254475
92	0.2856938235430168	0.11649334082297516
93	1.9135324253976556	0.4421765260394096
94	0.30506650344493275	0.09496049413967284
95	1.2213354704763366	0.29372399223967216
96	0.721536013152849	0.2015843085859968
97	1.6278464130689665	0.4126713508547092
98	0.4782792107356534	0.1527831290408942
99	0.5030950738882819	0.0694222503503784
