idx	fde	ade
0	0.5260704198338217	0.18374660063888168
1	0.6029724706232445	0.21584795156206368
2	0.5173943075520654	0.14186089706298907
3	1.3793420998611634	0.40209535869555274
4	0.6406973261817269	0.28120152350758904
5	1.6568877495330792	0.6735401882551981
6	0.8257686040422146	0.34412166226838375
7	1.977881000549	0.5546179506069564
8	0.40336133279211517	0.2594029305203425
9	1.7199640212091567	0.48967971878335287
10	1.45515051485784	0.4983520687185474
11	2.128215048263331	0.6361055452448187
12	1.4141074806047786	0.4919859255449399
13	1.6768478750336766	0.6570108326827008
14	0.6784915329984548	0.1619335017947627
15	3.064894098791013	0.9541520421422869
16	1.4438290692492923	0.4368585138268723
17	1.0617610604220213	0.3847355544032226
18	1.5680191249189581	0.47658079680807125
19	1.9379593441360414	0.4618044028262082
20	0.9610453028981365	0.25262973642601566
21	0.8688100419436338	0.2646041577525029
22	0.8190322356921453	0.17164531374180717
23	1.6528465095315281	0.5147296723252711
24	2.077575447146533	0.5387145406421384
25	2.0224111725005582	0.6848751088209662
26	1.0997697178722625	0.23436540833409064
27	1.9035135131880667	0.46444760664390305
28	3.3580486171949824	0.9655878832508384
29	0.7675052257147245	0.2341728530314545
30	1.6980231181557006	0.4799473228644202
31	2.331052338428217	0.6087855227324125
32	1.865263386603818	0.4828985119603906
33	2.283079645530109	0.5720818158334237
34	0.9507813795139989	0.24514690028071098
35	3.4623637066583663	1.003693926630524
36	1.7649402256848792	0.44554883938061934
37	0.3518520956302883	0.34869553834058004
38	1.3260971368595185	0.3360730382334146
39	1.0613364486697305	0.24188146037958955
40	0.59462933208791	0.14650834352859382
41	2.9398984084626893	0.7202620014768856
42	0.9272095866821192	0.2487981870540588
43	1.4846641122817172	0.4040382324941021
44	1.5771693814484815	0.39873257372250154
45	1.4108187686873863	0.40972476938849617
46	2.8570734627985015	0.9416440860083045
47	1.8177910295022994	0.5343519716909705
48	2.006717794485978	0.533781781366773
49	0.2002054149179634	0.05561215762431112
50	3.465403559825706	0.8900504053925766
51	3.177568725495003	0.7948294143297384
52	1.3005652000777945	0.4237787698941334
53	0.36345713134937535	0.10511702649424703
54	1.655367624620885	0.5059738293611011
55	0.7213381434879252	0.25719761425876664
56	0.3376277902293061	0.18749702510689084
57	1.0092771880236844	0.35144669234017106
58	0.9774757666074947	0.331817539221181
59	1.8379097365454695	0.47695212612368887
60	0.5006275606331234	0.19334301445368837
61	0.7326955837293663	0.18118826572453292
62	0.7793679067607394	0.3016318008411882
63	0.6539940826664825	0.21870530294991727
64	2.1797593501122834	0.7011751630092791
65	1.302711051188567	0.47737227624078366
66	0.7970800280532331	0.31266191894666834
67	0.14352117006372794	0.06198334512374341
68	0.765118244127771	0.39772733393231646
69	0.3360272605419099	0.24996141189756732
70	0.7359727496158137	0.2810981494588856
71	0.5859944787250859	0.2317046885627623
72	0.703557186700284	0.17229761430363205
73	0.6248339844546046	0.18720410045391228
74	1.0150191853176247	0.36085264401608547
75	0.9521161693583734	0.3691873649934364
76	0.8822113890596095	0.18603556533681276
77	0.6657903499225934	0.16973249103991375
78	2.010445610231288	0.5819160326672213
79	0.42529537202358614	0.1590565372371705
80	1.3434391249101707	0.37576878150811505
81	1.997481553511435	0.616545706560643
82	0.6453443815844859	0.18927769187437432
83	0.3037776010054003	0.0989473988619122
84	0.6719284942173397	0.2078012075918251
85	1.7033368100854354	0.3162387566278199
86	1.8618939375216956	0.5479153462736213
87	0.8382651946910213	0.19666723840570635
88	1.8496504782093164	0.4878016548804983
89	1.05452312379858	0.3214224201388812
90	1.4947381661733428	0.42819502872750836
91	2.681868979348578	0.7350292489272874
92	0.9577191753212545	0.329128511552043
93	2.173732026936334	0.5458951980187445
94	1.8014687711915853	0.6205745977514836
95	1.197632449291436	0.3350295042523859
96	1.2765825054101734	0.4877180110810634
97	2.1174912329980025	0.6160863325958278
98	1.7562410386824867	0.6286474477599386
99	1.684356362577992	0.5009050865913366
