idx	fde	ade
0	0.6650705874016366	0.19606526454712356
1	0.7322351022307216	0.20990684825645375
2	0.7028593487693713	0.197423095690579
3	1.037539249647278	0.2760522619554059
4	0.4458689554638693	0.09624940586140292
5	1.358456055824901	0.5503595536845832
6	0.7766639374841798	0.19390254283745334
7	0.7661762293229304	0.2429820663325812
8	0.48815231455451696	0.29907176705620386
9	1.7854493900581656	0.5080355382678328
10	0.5030180664865945	0.1797647945881273
11	2.7449040540929226	0.7997628769418044
12	0.8219238765337454	0.296942388181567
13	1.7511225864330078	0.6267501627496257
14	0.5296015657009618	0.1241196218408206
15	2.5611737104779353	0.8102040537074027
16	1.3561191319553991	0.40123820939552246
17	0.953855740335913	0.30746802347926316
18	1.044455239197111	0.3118550722600065
19	1.7325459135781605	0.4209332622347051
20	0.522940447160544	0.09022248963020314
21	1.92678845508792	0.4079858060081443
22	0.5791124902519662	0.20875939965315737
23	1.3686900807676845	0.3111674098584106
24	2.248972639216494	0.6134022939220183
25	1.7919365983219728	0.6136069247313386
26	1.319788650451152	0.311786143643811
27	2.2066830244806686	0.5611468747379059
28	3.4946898925826533	1.003872857768296
29	1.309043657103312	0.32716807128620995
30	1.3558846749741802	0.3733531070888265
31	1.277161064038948	0.2313845004213103
32	1.9452967954543061	0.5241355152815529
33	1.5673168194313556	0.40083893594057535
34	0.6987248377154271	0.18870736074136224
35	2.1356611418161466	0.6425950919194436
36	2.098057120474057	0.547471228783503
37	0.5369396559194642	0.3914449353945814
38	0.9367503536894949	0.22207799363540642
39	1.1895759218975617	0.2954740064239497
40	0.40242949196169187	0.08464903486887825
41	2.957606535175144	0.7211717695998852
42	1.0183785907055884	0.296590655887938
43	1.5809509699834838	0.4353165737903023
44	1.5844182448187116	0.38972398063802677
45	1.4397298822443352	0.3998162735862013
46	3.394182071247452	1.0975879040962888
47	1.4793301373912	0.4642386379542122
48	1.7723348523972355	0.39368193323469347
49	0.3352495936859924	0.1167401161653693
50	4.359067449807624	1.0259000845038801
51	3.6444206343163716	0.9574188795977867
52	0.7722724191681637	0.2519684557429401
53	0.6550762826915233	0.23665185783849832
54	1.9312927922133503	0.5937044909833622
55	0.8575100376821146	0.30233818133974444
56	0.2991427171936914	0.15754499371892433
57	0.8579651829895305	0.3057671015319819
58	0.8836219319270073	0.298307906606307
59	1.267609656456075	0.2726712694184783
60	0.6005580573569207	0.1941127789235147
61	1.2256485580449106	0.38406177869926605
62	0.37067039307235605	0.1594846550368846
63	0.5386946007697717	0.18208209046954021
64	2.3332733567528408	0.7458842466763979
65	1.2076620147273422	0.4372635401435342
66	0.6679220034232999	0.25465527039518376
67	0.273196842623233	0.08933095827739017
68	0.4044682175652301	0.10733820564483697
69	0.36598428496932284	0.23458868523052273
70	1.486442422293055	0.4353272949388502
71	1.1733977332530507	0.3884983569705802
72	0.9789996813263615	0.24186438100339366
73	0.7282425916873702	0.23218330367064832
74	1.2988808445673456	0.5944836919115077
75	0.9272307737093147	0.3463403143776381
76	1.0857406735845188	0.2903465648390012
77	0.5980680062227804	0.17001569974605305
78	1.238351784392796	0.31615276239564355
79	0.5498375760095426	0.17544588198257538
80	1.5292127799092037	0.4282965151008017
81	0.8232898364605055	0.2292538418338989
82	0.4619031321309413	0.12029168131480365
83	1.0261239157850774	0.36572825230198686
84	0.8955820199209432	0.24452412034881923
85	2.0219953434887037	0.42406773473175347
86	1.9914389772156065	0.4856125434498135
87	1.464894089654631	0.43600792124103804
88	1.285137353457247	0.32909901897860366
89	0.921484150418724	0.2519798466105255
90	2.182078523428057	0.6519745787022508
91	2.563351020721898	0.697897779397397
92	0.14461136937472902	0.07701761363696777
93	2.3960969564916987	0.6252267447755768
94	0.5052768531902248	0.19612116158181664
95	1.384012281639403	0.3730277003939384
96	1.2798423751116883	0.4754766877180367
97	1.3936670403278808	0.34709211483160185
98	0.39922110329962035	0.13075824174237094
99	1.428333126700438	0.4109210247881099
