scene_id	sigma	col	noise_norm	ade	fde
0	0.006	0	0.006338170729577541	0.14920945320243012	0.5660342700858628
1	0.006	0	0.005876539740711451	0.17111205060058776	0.7022928738639124
2	0.006	0	0.005254801828414202	0.17895124265682164	0.687539559462621
3	0.006	0	0.0062433877028524876	0.275226460914408	1.037483509833001
3	0.006	0	0.0052619818598032	0.1397825263961762	0.4836292656079837
4	0.006	0	0.0030430981423705816	0.6139965450669006	1.5189244901222112
4	0.006	0	0.0060813878662884235	0.09882704280261519	0.20266520856049494
5	0.006	0	0.00334287085570395	0.29045529279578486	1.096581075001529
5	0.006	0	0.0071120550855994225	0.25807169861797014	0.38881850982881705
5	0.006	0	0.005564088933169842	0.18764784947538451	0.7812780113673498
6	0.006	0	0.005363161209970713	0.059098287595852644	0.15537870245615037
6	0.006	0	0.005914643406867981	0.7827370584763388	2.6986632803718957
6	0.006	0	0.004391662310808897	0.1634609824569948	0.7488182204950435
7	0.006	0	0.005668981000781059	0.6151765127378206	1.6463967613122283
8	0.006	0	0.005149050150066614	0.26754668357785083	1.0527846854288447
8	0.006	0	0.0048978133127093315	0.778483053781407	2.4864994723410323
9	0.006	0	0.0071411821991205215	0.23208067241578134	0.840162765372411
9	0.006	0	0.0070421816781163216	0.2594251497169066	0.8365616129504916
10	0.006	0	0.005963865201920271	0.19963013650599282	0.826521853617758
10	0.006	0	0.005051855929195881	0.44668142661551513	1.8483285567840495
10	0.006	0	0.006206712685525417	0.24656522028388161	0.9784931739047866
11	0.006	0	0.007311043795198202	0.3637341834258208	1.7282936073685427
11	0.006	0	0.0053668394684791565	0.15018694242422118	0.5710421122580571
11	0.006	0	0.005227472633123398	0.1673507040680711	0.889100113664567
12	0.006	0	0.0017475797794759274	0.48389666787637353	1.9752398750580873
12	0.006	0	0.0039290268905460835	0.6980630676511921	2.029181931564768
12	0.006	0	0.004258832428604364	0.17218088666116468	0.9281855647230015
13	0.006	0	0.005846442189067602	0.4432263782825422	1.8362511135765842
13	0.006	0	0.0034359784331172705	1.0580305682014675	3.6587206219178143
14	0.006	0	0.005819068755954504	0.3005351689595928	1.3889770796035081
14	0.006	0	0.005953201558440924	0.47636538178518345	1.8080109458953701
15	0.006	0	0.005075562279671431	0.2322887038215042	1.2806437512766993
15	0.006	0	0.005016984883695841	0.5044891110133399	1.9141495754895756
16	0.006	0	0.005767779890447855	0.5604895767597087	2.293643507771779
16	0.006	0	0.007142495829612017	0.19487480680665892	0.7575676080053416
17	0.006	0	0.005595977418124676	0.5189412232312527	1.9089036369958774
17	0.006	0	0.004826402757316828	0.5323056812094314	2.0576754215506465
17	0.006	0	0.004934647120535374	0.1749017682646086	0.9249530828074595
18	0.006	0	0.00437229173257947	0.2872831391033627	1.17146951451819
