scene_id	sigma	col	noise_norm	ade	fde
0	0.012	0	0.012058956548571587	0.173722086940975	0.6361846978698266
0	0.012	0	0.009198731742799282	0.36713817991938413	1.895243099823164
0	0.012	0	0.007377941627055407	0.15963679139585946	0.4217284738473534
1	0.012	0	0.010966257192194462	0.1957243141031372	0.7719359967748017
1	0.012	0	0.010912181809544563	0.48123950447566866	2.0765246760414646
1	0.012	0	0.012253168039023876	0.4920855740186276	1.7608680659480918
2	0.012	0	0.002936983248218894	0.18362238410526516	0.705641341841754
2	0.012	0	0.012480409815907478	0.4863930918532711	1.839299607607651
2	0.012	0	0.010678764432668686	0.35016360359700077	1.35161500703574
3	0.012	0	0.011948466300964355	0.28940606442366923	1.1009918388096827
3	0.012	0	0.011492454446852207	0.4401784534230749	1.5387417948982984
3	0.012	0	0.009358856827020645	0.15844770985533435	0.5331966165617691
4	0.012	0	0.008882835507392883	0.23542871045100058	1.0384779785402412
4	0.012	0	0.01027067843824625	0.6240661196163405	1.548534517410721
4	0.012	0	0.010612945072352886	0.11609824760002431	0.34038963550132045
5	0.012	0	0.013749363832175732	0.2898936479183852	1.088743270710911
5	0.012	0	0.0076038590632379055	0.27097058359217624	0.42544964598471147
5	0.012	0	0.007769206538796425	0.18243360062163266	0.7552270731430074
6	0.012	0	0.007924237288534641	0.03709972203053686	0.07933262510516302
6	0.012	0	0.013007665984332561	0.7969674067066913	2.7386257372786886
6	0.012	0	0.011854477226734161	0.1868627657059621	0.812804146138426
7	0.012	0	0.014483935199677944	0.2026543425517516	0.7965289682803757
7	0.012	0	0.012318499386310577	0.6132607948589102	1.623288018876958
7	0.012	0	0.010597718879580498	0.3609320522263189	1.4046691590185345
8	0.012	0	0.0075510647147893906	0.26134496367436966	1.0284241526765536
8	0.012	0	0.004809473641216755	0.7583090117147397	2.422708625769558
8	0.012	0	0.009531554765999317	0.33092343686750614	1.2592083399448581
9	0.012	0	0.010459931567311287	0.1593862807343258	0.5334968615531901
9	0.012	0	0.00867415964603424	0.28895571999746955	1.3583824898630417
9	0.012	0	0.010626201517879963	0.31284962009306244	0.94782617403227
10	0.012	0	0.01288155373185873	0.26124261781843944	1.0042426540260305
10	0.012	0	0.012094946578145027	0.4393742414191599	1.8413940990682058
10	0.012	0	0.00646380428224802	0.1808730484074599	0.7858186817402564
11	0.012	0	0.011548057198524475	0.37088820805294764	1.7786741182589283
11	0.012	0	0.0073499735444784164	0.17452154396494038	0.672581342419946
11	0.012	0	0.013808438554406166	0.21332305026758613	1.0401275195685085
12	0.012	0	0.010922836139798164	0.5297174831173747	2.085759104808254
12	0.012	0	0.011679018847644329	0.6926809109029606	1.9858882823785142
12	0.012	0	0.013433121144771576	0.249630250788	1.1640825067536007
13	0.012	0	0.012957911938428879	0.46906637923952993	1.9198074697753433
13	0.012	0	0.014093610458076	1.0481420288952261	3.6317400243862195
13	0.012	0	0.0127868028357625	0.11378035370958302	0.5996589503066038
14	0.012	0	0.014510927721858025	0.3056685171168	1.4036571165252425
14	0.012	0	0.013058826327323914	0.4886048957118942	1.87488705039618
14	0.012	0	0.012461824342608452	0.1520932591298551	0.6705141929583925
15	0.012	0	0.007616558577865362	0.25585531601571904	1.280940646476838
15	0.012	0	0.01076855044811964	0.5135230049319649	1.9396586297074725
15	0.012	0	0.013003499247133732	0.1844195171726461	0.5025322619596265
16	0.012	0	0.01679619960486889	0.5123059034504975	2.164270344561098
16	0.012	0	0.009181288070976734	0.1820774694547375	0.7141171551043136
16	0.012	0	0.010286440141499043	0.17639174278852351	0.5456500197981332
17	0.012	0	0.010413139127194881	0.5160145319196277	1.901574944338066
