scene_id	sigma	col	noise_norm	ade	fde
0	0.009	0	0.003819048870354891	0.15839948983401847	0.5896621588137326
0	0.009	0	0.008875268511474133	0.3709852002611562	1.9039222642715512
0	0.009	0	0.007074306719005108	0.13859924752075686	0.3270772006283033
1	0.009	0	0.008658211678266525	0.17813012447457904	0.7077787455319281
1	0.009	0	0.010450308211147785	0.476944219544385	2.0625546287859855
1	0.009	0	0.005905754864215851	0.42753157169794725	1.5842759725103226
2	0.009	0	0.009092599153518677	0.2049447181150136	0.7786143670369522
2	0.009	0	0.00894475169479847	0.477735252125436	1.8222010503278305
2	0.009	0	0.007692748215049505	0.38080406818662915	1.4374932717716629
3	0.009	0	0.006318760570138693	0.248367943856867	0.9520610560146769
3	0.009	0	0.007496251724660397	0.4686872587364913	1.6130650482388667
3	0.009	0	0.005687379278242588	0.13257213318601646	0.44778732679104055
4	0.009	0	0.004515497013926506	0.3439070772639196	1.3995183577628993
4	0.009	0	0.005978629924356937	0.6072539433328326	1.5023954596985118
4	0.009	0	0.008664211258292198	0.1109990050962281	0.30805310071420566
5	0.009	0	0.006208084058016539	0.3147144896983871	1.1781766257637138
5	0.009	0	0.008576158434152603	0.262768153736117	0.3926726431456405
5	0.009	0	0.0057621970772743225	0.2610806302384935	0.9986033152523347
6	0.009	0	0.008734854869544506	0.05731538445974235	0.1597674367881432
6	0.009	0	0.00626224372535944	0.785612070547261	2.7077114488566663
6	0.009	0	0.010918205603957176	0.13696299200637913	0.6928973245993738
7	0.009	0	0.007111738435924053	0.19523122080406635	0.7858164315943874
7	0.009	0	0.00935460813343525	0.5960960425312376	1.60379253056097
7	0.009	0	0.008860841393470764	0.3072207420831917	1.2545984515613113
8	0.009	0	0.008337152190506458	0.23369392562262745	0.9459759877341953
8	0.009	0	0.008634259924292564	0.7530386704612039	2.387988638135312
8	0.009	0	0.008074192330241203	0.3978975478282074	1.4160280621152974
9	0.009	0	0.010426745750010014	0.26055816387002095	0.9167823121306596
9	0.009	0	0.0066375890746712685	0.2959168448571157	1.3558798796137288
9	0.009	0	0.006197142414748669	0.25455207215302883	0.8078604180882755
10	0.009	0	0.009009510278701782	0.15511258888770887	0.6413503158232953
10	0.009	0	0.010439096949994564	0.45605400073005453	1.876175739359075
10	0.009	0	0.009124835953116417	0.1947027614902968	0.8503230501230422
11	0.009	0	0.005398719571530819	0.40300834460896917	1.855123687378959
11	0.009	0	0.005001344718039036	0.16272940752476012	0.5842716765751177
11	0.009	0	0.008805805817246437	0.14243334953977296	0.8274151713796413
12	0.009	0	0.005746208131313324	0.46403565047055606	1.9261868270829055
12	0.009	0	0.00923071801662445	0.7061328970069318	2.0512139575505586
12	0.009	0	0.009248543530702591	0.1988759657889639	1.0133091179030762
13	0.009	0	0.011088910512626171	0.5297280175521893	2.128536790887715
13	0.009	0	0.007316159550100565	1.0463406499765797	3.6447870500897253
13	0.009	0	0.007543541491031647	0.2121543577746371	0.9060478669524068
14	0.009	0	0.009592345915734768	0.23943214959495213	1.1726204988935784
14	0.009	0	0.00751285906881094	0.3850348731426727	1.4591221292381502
14	0.009	0	0.007006470113992691	0.14735915564528623	0.5752706063571589
15	0.009	0	0.01074792630970478	0.27958824726249004	1.3670414508490116
15	0.009	0	0.008672447875142097	0.5085223691700644	1.9201339982118302
15	0.009	0	0.0074437884613871574	0.178061851355123	0.5355496970322228
16	0.009	0	0.007715120445936918	0.5158559498649	2.1800588366166282
16	0.009	0	0.007437495049089193	0.18503931605484145	0.7433878545686324
16	0.009	0	0.003858307609334588	0.11783027017868523	0.46045912655907123
17	0.009	0	0.007741306442767382	0.5414663900694365	1.9565669575584828
17	0.009	0	0.00805590208619833	0.5262033171229088	2.0432151148523547
17	0.009	0	0.006711379624903202	0.19827061338862792	0.7714220557843445
18	0.009	0	0.009365957230329514	0.2940708950871538	1.1763465771832842
18	0.009	0	0.010046426206827164	0.28693778271044745	1.2138791135624176
18	0.009	0	0.0058070458471775055	0.3110658742530615	1.8601606018589634
19	0.009	0	0.0047818138264119625	0.32383702362217237	1.1678259970443337
19	0.009	0	0.009319192729890347	0.10169419694199792	0.5238817798432117
19	0.009	0	0.006515457294881344	0.6966542341487312	2.9865462129616125
20	0.009	0	0.007907913066446781	0.3129925917106082	1.0962165812344529
20	0.009	0	0.006689019966870546	0.4009637922153537	1.4785288709977822
20	0.009	0	0.0068380944430828094	1.0915954099769802	3.870609228064476
21	0.009	0	0.007391226012259722	0.4061470686007653	1.7112456018046716
21	0.009	0	0.00837032776325941	0.4022119702424179	1.3526213557109064
21	0.009	0	0.007992048747837543	0.8420895936069377	3.529214189851515
22	0.009	0	0.008538260124623775	0.4569112264533953	1.8290801992727186
22	0.009	0	0.007299903780221939	1.0585108348512189	3.255173466098737
22	0.009	0	0.007224803324788809	1.676705196433801	6.608090489276602
23	0.009	0	0.007909443229436874	0.5705747801804949	2.5276780662205947
23	0.009	0	0.00847718771547079	0.5192089144470068	1.7587200063003567
23	0.009	0	0.007827682420611382	0.12313269647364834	0.441495512987298
24	0.009	0	0.008061918430030346	0.3458521893239227	1.6313150178061768
24	0.009	0	0.007152549456804991	0.44430485135475106	1.6268343367899791
24	0.009	0	0.008407311514019966	0.055099576330670044	0.23206200387143727
25	0.009	0	0.00854731909930706	0.5838016339934076	2.3932641433430377
25	0.009	0	0.006676869001239538	0.31605501247204826	0.9891344041266147
25	0.009	0	0.006759061478078365	0.044484497591405284	0.1931881552300236
26	0.009	0	0.007002143654972315	0.9667898894933797	4.105401230435541
26	0.009	0	0.0049116769805550575	0.3000005748392794	0.8390889868340723
26	0.009	0	0.008978934958577156	0.19852643099056924	0.904469278986813
27	0.009	0	0.010062946006655693	0.9866909425162925	4.050538501462774
27	0.009	0	0.00929231382906437	0.656134608838505	1.9826200345179739
27	0.009	0	0.005194805562496185	0.16669561764722007	0.6342984157649785
28	0.009	0	0.008402151055634022	0.9429211891625102	3.650210684620326
28	0.009	0	0.008794711902737617	0.08110559143920286	0.43812303630061217
28	0.009	0	0.008554195985198021	0.2324515423464004	0.7396028617428986
29	0.009	0	0.008884928189218044	0.8009738513909854	2.93425798561826
29	0.009	0	0.0073610227555036545	0.33342853373397324	1.0452411476432422
29	0.009	0	0.010407984256744385	0.043553985181653425	0.23297994588282397
30	0.009	0	0.0075803459621965885	0.7973376123107688	2.4801410845497003
30	0.009	0	0.007223563734441996	0.6707300705317323	2.135011128910857
30	0.009	0	0.007743410766124725	0.06322757137808073	0.3081861486956963
31	0.009	0	0.007246962748467922	0.22296660985073238	0.42602935313429935
31	0.009	0	0.006656558718532324	0.28674926366298165	0.8197696252703347
31	0.009	0	0.005303372163325548	0.07843655182727544	0.3702250467555907
