scene_id	sigma	col	noise_norm	ade	fde
0	0.0	0	0.0	0.1480117658816713	0.5568680902104044
0	0.0	0	0.0	0.36375857322217525	1.8935624030811458
0	0.0	0	0.0	0.12962298394191413	0.36400236375572703
1	0.0	0	0.0	0.17269041958900583	0.7024377057673187
1	0.0	0	0.0	0.4719666078898551	2.0547445695747624
1	0.0	0	0.0	0.4336875130246529	1.5972378915370624
2	0.0	0	0.0	0.17934814849302902	0.6882998236793425
2	0.0	0	0.0	0.48011795828883275	1.8269744561235526
2	0.0	0	0.0	0.3656962973990159	1.3651542507753618
3	0.0	0	0.0	0.2706997168598271	1.023599528069242
3	0.0	0	0.0	0.46281127717965403	1.5998183215223254
3	0.0	0	0.0	0.14297119208812126	0.5059336067046314
4	0.0	0	0.0	0.36957967492097554	1.486085413774324
4	0.0	0	0.0	0.6149445694890219	1.521813747708944
4	0.0	0	0.0	0.1032966004549867	0.24931891831706388
5	0.0	0	0.0	0.26166398201700575	1.0012403338304585
5	0.0	0	0.0	0.2629672518981798	0.4013108514659768
5	0.0	0	0.0	0.2303702582423671	0.9075399750961745
6	0.0	0	0.0	0.07436124849702659	0.1781992965174295
6	0.0	0	0.0	0.7912274640284844	2.7267551984126444
6	0.0	0	0.0	0.14832275845479007	0.7070034283670592
7	0.0	0	0.0	0.19547993714507328	0.7871133768208227
7	0.0	0	0.0	0.6170729583866242	1.6587646729287355
7	0.0	0	0.0	0.3153631691537279	1.284733841384386
8	0.0	0	0.0	0.26160233843713404	1.0339210685301945
8	0.0	0	0.0	0.7669394411941733	2.4505839319637355
8	0.0	0	0.0	0.3618266205244392	1.321800873780399
9	0.0	0	0.0	0.20772507060969655	0.737320074842366
9	0.0	0	0.0	0.29664979122351476	1.3676357462776618
9	0.0	0	0.0	0.2519287353824561	0.8078920577857033
10	0.0	0	0.0	0.20460503554726608	0.8409779908136055
10	0.0	0	0.0	0.454883874518797	1.8774936856167008
10	0.0	0	0.0	0.20147713564759556	0.8379164103643624
11	0.0	0	0.0	0.39248476420686046	1.8268336876687354
11	0.0	0	0.0	0.15824366742893445	0.5809125471140851
11	0.0	0	0.0	0.17827440543693635	0.9408215967072825
12	0.0	0	0.0	0.46723556580367065	1.9335058535317282
12	0.0	0	0.0	0.6999752061125888	2.029989789067619
12	0.0	0	0.0	0.1602767990177865	0.8880689142070027
13	0.0	0	0.0	0.48229168751946505	1.9790586514312574
13	0.0	0	0.0	1.0535849459573885	3.644254280305687
13	0.0	0	0.0	0.14553626874602937	0.6906210606499222
14	0.0	0	0.0	0.28055471226879697	1.3188023909124238
14	0.0	0	0.0	0.4769557732558147	1.8158972212065747
14	0.0	0	0.0	0.13528166929367133	0.6600960787215383
15	0.0	0	0.0	0.2626608823506209	1.3620160625934499
15	0.0	0	0.0	0.499957197463223	1.9005973923432924
15	0.0	0	0.0	0.1479457081885497	0.5983513033765999
16	0.0	0	0.0	0.5062092297946524	2.129581014950674
16	0.0	0	0.0	0.19287586190106243	0.768655468294741
16	0.0	0	0.0	0.11635428283537982	0.4250639503858231
17	0.0	0	0.0	0.5702737559593545	2.060114138006953
17	0.0	0	0.0	0.5341977111412997	2.0639526210266452
17	0.0	0	0.0	0.17669317414191754	0.9129318396634845
18	0.0	0	0.0	0.30111211716688197	1.21748961307816
18	0.0	0	0.0	0.2842935265693767	1.2091863497847875
18	0.0	0	0.0	0.3107581303092327	1.8729459656528522
19	0.0	0	0.0	0.33567301406409816	1.2033539816839922
19	0.0	0	0.0	0.11319396281841768	0.5516988185707344
19	0.0	0	0.0	0.6916159006418772	2.969500421255587
20	0.0	0	0.0	0.2936750180991162	1.0394242948225467
20	0.0	0	0.0	0.3924694087536089	1.4534070740806142
20	0.0	0	0.0	1.0811643175308934	3.8221329293741038
21	0.0	0	0.0	0.4242579916667306	1.7766603356013848
21	0.0	0	0.0	0.40974954621833476	1.3891484931539193
21	0.0	0	0.0	0.8776115390352144	3.641127286942988
22	0.0	0	0.0	0.4652180372829348	1.8581210991765733
22	0.0	0	0.0	1.0727133977375485	3.290801743812783
22	0.0	0	0.0	1.654538802456748	6.537596899404934
23	0.0	0	0.0	0.5537182046250625	2.4719659277270147
23	0.0	0	0.0	0.5235701880514118	1.7722017256980118
23	0.0	0	0.0	0.10175100156495168	0.37242359707737355
24	0.0	0	0.0	0.2881112310185387	1.5266927016160663
24	0.0	0	0.0	0.4326884247438871	1.5905718723163313
24	0.0	0	0.0	0.054558665962717405	0.2368186192533124
25	0.0	0	0.0	0.6104443128518222	2.578037743351965
25	0.0	0	0.0	0.3075625024651994	0.9588576787034472
25	0.0	0	0.0	0.0406952271521748	0.13317396093656012
26	0.0	0	0.0	0.9916652573626844	4.210491265268379
26	0.0	0	0.0	0.2966012637974251	0.8363454314658014
26	0.0	0	0.0	0.19373035277335462	0.9112125826081766
27	0.0	0	0.0	0.9956179567440087	4.103697330431941
27	0.0	0	0.0	0.6508450236908929	1.9684087171971134
27	0.0	0	0.0	0.16735224781502553	0.6630605367050455
28	0.0	0	0.0	1.016536814428482	3.9151181557081935
28	0.0	0	0.0	0.08682950526509993	0.46161412321603496
28	0.0	0	0.0	0.14737757213315225	0.48269183726192566
29	0.0	0	0.0	0.849223590157336	3.0879320820690612
29	0.0	0	0.0	0.3280855357596631	1.0354900997563485
29	0.0	0	0.0	0.03088641755834079	0.10226842243051434
30	0.0	0	0.0	0.8611692312427327	2.6709135053921074
30	0.0	0	0.0	0.6775083299565343	2.1527855141666605
30	0.0	0	0.0	0.08101577981007067	0.3674234090834121
31	0.0	0	0.0	0.20280382258889804	0.4024057541139258
31	0.0	0	0.0	0.2801869615481952	0.8193042816773801
31	0.0	0	0.0	0.05350310468135901	0.2539058688224808
32	0.0	0	0.0	0.37477409849618165	2.049160499331943
32	0.0	0	0.0	0.276539411429941	0.8028497119497847
32	0.0	0	0.0	0.08359027349646446	0.24083204720616477
33	0.0	0	0.0	0.1923062837602817	0.6337401945261103
33	0.0	0	0.0	0.2536344169337978	0.7767271874125466
33	0.0	0	0.0	0.2074202788420563	1.0399729097683788
34	0.0	0	0.0	0.25871158351349227	1.1496928691666748
34	0.0	0	0.0	0.09883322056389231	0.2728514561148286
34	0.0	0	0.0	0.21605006662634202	0.8920102316880104
35	0.0	0	0.0	0.21393708566088065	0.6560339755391249
35	0.0	0	0.0	0.20119116987728833	0.46786595554919735
35	0.0	0	0.0	0.20670692242686733	0.7950024396605587
36	0.0	0	0.0	0.1415377844270532	0.32960961566235186
36	0.0	0	0.0	0.2267921979360113	0.945511985088634
36	0.0	0	0.0	0.12343539170447547	0.41428327739125886
37	0.0	0	0.0	0.12463223120308091	0.31226948889954936
37	0.0	0	0.0	0.7375236950102063	2.2467886638921235
37	0.0	0	0.0	0.14935075943970016	0.8155538057268469
38	0.0	0	0.0	0.07800415336987776	0.25718602843823013
38	0.0	0	0.0	0.4718870662064666	1.2851903007454286
38	0.0	0	0.0	0.20079312169056593	0.673325487939619
39	0.0	0	0.0	0.11148985768728156	0.5813396146201271
39	0.0	0	0.0	0.2849202796893349	0.756674584535511
39	0.0	0	0.0	0.19924760407794886	0.6239384358342246
40	0.0	0	0.0	0.21264293846998297	0.8330817780858552
40	0.0	0	0.0	0.07608010976009022	0.2622880414176743
40	0.0	0	0.0	0.24773955747271334	0.5134763977024263
41	0.0	0	0.0	0.16689682024535876	0.6678701182628903
41	0.0	0	0.0	0.19693419409909005	0.577147584613785
41	0.0	0	0.0	0.22214105782661905	0.2691851257696124
42	0.0	0	0.0	0.07567048272982695	0.3047354887932509
42	0.0	0	0.0	0.09875093389543041	0.30533920026558686
42	0.0	0	0.0	0.3767632441587582	1.3700547267764647
